date,product_id,category,list_price,discount_pct,final_price,units_sold,revenue,channel,stock_available,restocked,stockout_flag,warehouse,competitor_avg_price,competitor_min_price,day_of_week,is_weekend,is_holiday,holiday_name,is_festival_season,festival_name,is_promotional_event,promotional_event_name,market_demand_index,inflation_rate_pct,consumer_confidence_index
2024-07-18,P1000,Electronics,388.6,0.0,388.6,15,5829.0,Marketplace-B,83,False,False,WH-North,354.88,332.95,Thursday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-19,P1000,Electronics,388.6,0.0,388.6,16,6217.6,Mobile App,67,False,False,WH-West,354.88,332.95,Friday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-20,P1000,Electronics,388.6,0.0,388.6,12,4663.2,Website,55,False,False,WH-South,354.88,332.95,Saturday,True,False,,False,,False,,81.0,5.78,104.5
2024-07-21,P1000,Electronics,388.6,0.0,388.6,16,6217.6,Website,649,True,False,WH-North,354.88,332.95,Sunday,True,False,,False,,False,,81.0,5.78,104.5
2024-07-22,P1000,Electronics,388.6,0.0,388.6,18,6994.8,Retail Store,631,False,False,WH-East,345.46,325.86,Monday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-23,P1000,Electronics,388.6,0.0,388.6,25,9715.0,Mobile App,606,False,False,WH-West,345.46,325.86,Tuesday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-24,P1000,Electronics,388.6,0.0,388.6,10,3886.0,Website,596,False,False,WH-North,345.46,325.86,Wednesday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-25,P1000,Electronics,388.6,0.0,388.6,17,6606.2,Website,579,False,False,WH-South,345.46,325.86,Thursday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-26,P1000,Electronics,388.6,0.0,388.6,15,5829.0,Marketplace-B,564,False,False,WH-West,345.46,325.86,Friday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-27,P1000,Electronics,388.6,0.0,388.6,19,7383.4,Marketplace-B,545,False,False,WH-North,345.46,325.86,Saturday,True,False,,False,,False,,81.0,5.78,104.5
2024-07-28,P1000,Electronics,388.6,0.0,388.6,22,8549.2,Marketplace-B,523,False,False,WH-South,345.46,325.86,Sunday,True,False,,False,,False,,81.0,5.78,104.5
2024-07-29,P1000,Electronics,388.6,0.0,388.6,11,4274.6,Mobile App,512,False,False,WH-Central,348.43,331.31,Monday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-30,P1000,Electronics,388.6,0.0,388.6,14,5440.4,Marketplace-B,498,False,False,WH-Central,348.43,331.31,Tuesday,False,False,,False,,False,,81.0,5.78,104.5
2024-07-31,P1000,Electronics,388.6,0.0,388.6,20,7772.0,Retail Store,478,False,False,WH-Central,348.43,331.31,Wednesday,False,False,,False,,False,,81.0,5.78,104.5
2024-08-01,P1000,Electronics,388.6,0.0,388.6,10,3886.0,Website,468,False,False,WH-East,348.43,331.31,Thursday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-02,P1000,Electronics,388.6,0.0,388.6,18,6994.8,Retail Store,450,False,False,WH-East,348.43,331.31,Friday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-03,P1000,Electronics,388.6,0.0,388.6,16,6217.6,Marketplace-A,434,False,False,WH-West,348.43,331.31,Saturday,True,False,,False,,False,,79.6,3.33,93.2
2024-08-04,P1000,Electronics,388.6,0.0,388.6,13,5051.8,Website,421,False,False,WH-West,348.43,331.31,Sunday,True,False,,False,,False,,79.6,3.33,93.2
2024-08-05,P1000,Electronics,388.6,0.0,388.6,11,4274.6,Retail Store,410,False,False,WH-East,351.88,326.71,Monday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-06,P1000,Electronics,388.6,11.5,343.91,19,6534.29,Marketplace-A,391,False,False,WH-Central,351.88,326.71,Tuesday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-07,P1000,Electronics,388.6,11.5,343.91,14,4814.74,Retail Store,377,False,False,WH-North,351.88,326.71,Wednesday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-08,P1000,Electronics,388.6,11.5,343.91,20,6878.2,Marketplace-A,357,False,False,WH-South,351.88,326.71,Thursday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-09,P1000,Electronics,388.6,0.0,388.6,9,3497.4,Marketplace-A,348,False,False,WH-South,351.88,326.71,Friday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-10,P1000,Electronics,388.6,0.0,388.6,10,3886.0,Marketplace-B,338,False,False,WH-East,351.88,326.71,Saturday,True,False,,False,,False,,79.6,3.33,93.2
2024-08-11,P1000,Electronics,388.6,0.0,388.6,22,8549.2,Website,316,False,False,WH-Central,351.88,326.71,Sunday,True,False,,False,,False,,79.6,3.33,93.2
2024-08-12,P1000,Electronics,388.6,0.0,388.6,19,7383.4,Website,297,False,False,WH-North,354.76,335.99,Monday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-13,P1000,Electronics,388.6,0.0,388.6,13,5051.8,Marketplace-B,284,False,False,WH-North,354.76,335.99,Tuesday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-14,P1000,Electronics,388.6,0.0,388.6,8,3108.8,Marketplace-A,276,False,False,WH-South,354.76,335.99,Wednesday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-15,P1000,Electronics,388.6,0.0,388.6,35,13601.0,Marketplace-B,241,False,False,WH-East,354.76,335.99,Thursday,False,True,Independence Day,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-16,P1000,Electronics,388.6,0.0,388.6,23,8937.8,Marketplace-A,218,False,False,WH-South,354.76,335.99,Friday,False,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-17,P1000,Electronics,388.6,22.0,303.11,35,10608.85,Website,183,False,False,WH-West,354.76,335.99,Saturday,True,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-18,P1000,Electronics,388.6,18.3,317.49,37,11747.13,Mobile App,146,False,False,WH-South,354.76,335.99,Sunday,True,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-19,P1000,Electronics,388.6,18.3,317.49,27,8572.23,Website,119,False,False,WH-North,361.02,332.97,Monday,False,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-20,P1000,Electronics,388.6,12.6,339.64,29,9849.56,Mobile App,90,False,False,WH-North,361.02,332.97,Tuesday,False,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-21,P1000,Electronics,388.6,12.6,339.64,30,10189.2,Website,60,False,False,WH-East,361.02,332.97,Wednesday,False,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-22,P1000,Electronics,388.6,24.7,292.62,35,10241.7,Marketplace-A,370,True,False,WH-South,361.02,332.97,Thursday,False,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-23,P1000,Electronics,388.6,24.7,292.62,35,10241.7,Website,335,False,False,WH-Central,361.02,332.97,Friday,False,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-24,P1000,Electronics,388.6,24.7,292.62,47,13753.14,Mobile App,288,False,False,WH-South,361.02,332.97,Saturday,True,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-25,P1000,Electronics,388.6,12.7,339.25,40,13570.0,Marketplace-A,248,False,False,WH-North,361.02,332.97,Sunday,True,False,,True,Raksha Bandhan,False,,79.6,3.33,93.2
2024-08-26,P1000,Electronics,388.6,12.7,339.25,11,3731.75,Retail Store,237,False,False,WH-West,347.62,325.26,Monday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-27,P1000,Electronics,388.6,12.7,339.25,12,4071.0,Retail Store,225,False,False,WH-Central,347.62,325.26,Tuesday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-28,P1000,Electronics,388.6,0.0,388.6,16,6217.6,Retail Store,209,False,False,WH-Central,347.62,325.26,Wednesday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-29,P1000,Electronics,388.6,0.0,388.6,14,5440.4,Mobile App,195,False,False,WH-North,347.62,325.26,Thursday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-30,P1000,Electronics,388.6,0.0,388.6,20,7772.0,Website,175,False,False,WH-East,347.62,325.26,Friday,False,False,,False,,False,,79.6,3.33,93.2
2024-08-31,P1000,Electronics,388.6,0.0,388.6,19,7383.4,Retail Store,156,False,False,WH-West,347.62,325.26,Saturday,True,False,,False,,False,,79.6,3.33,93.2
2024-09-01,P1000,Electronics,388.6,0.0,388.6,15,5829.0,Mobile App,141,False,False,WH-Central,347.62,325.26,Sunday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-02,P1000,Electronics,388.6,0.0,388.6,13,5051.8,Marketplace-B,128,False,False,WH-West,356.94,335.4,Monday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-03,P1000,Electronics,388.6,0.0,388.6,10,3886.0,Marketplace-B,118,False,False,WH-Central,356.94,335.4,Tuesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-04,P1000,Electronics,388.6,0.0,388.6,21,8160.6,Marketplace-A,97,False,False,WH-East,356.94,335.4,Wednesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-05,P1000,Electronics,388.6,0.0,388.6,19,7383.4,Marketplace-A,78,False,False,WH-North,356.94,335.4,Thursday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-06,P1000,Electronics,388.6,0.0,388.6,20,7772.0,Mobile App,58,False,False,WH-North,356.94,335.4,Friday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-07,P1000,Electronics,388.6,0.0,388.6,11,4274.6,Retail Store,408,True,False,WH-North,356.94,335.4,Saturday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-08,P1000,Electronics,388.6,0.0,388.6,18,6994.8,Marketplace-B,390,False,False,WH-North,356.94,335.4,Sunday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-09,P1000,Electronics,388.6,0.0,388.6,9,3497.4,Marketplace-B,381,False,False,WH-South,361.04,342.9,Monday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-10,P1000,Electronics,388.6,0.0,388.6,10,3886.0,Mobile App,371,False,False,WH-North,361.04,342.9,Tuesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-11,P1000,Electronics,388.6,0.0,388.6,12,4663.2,Marketplace-B,359,False,False,WH-Central,361.04,342.9,Wednesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-12,P1000,Electronics,388.6,0.0,388.6,20,7772.0,Retail Store,339,False,False,WH-East,361.04,342.9,Thursday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-13,P1000,Electronics,388.6,0.0,388.6,17,6606.2,Mobile App,322,False,False,WH-West,361.04,342.9,Friday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-14,P1000,Electronics,412.79,0.0,412.79,11,4540.69,Website,311,False,False,WH-South,361.04,342.9,Saturday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-15,P1000,Electronics,412.79,0.0,412.79,14,5779.06,Mobile App,297,False,False,WH-North,361.04,342.9,Sunday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-16,P1000,Electronics,412.79,0.0,412.79,18,7430.22,Website,279,False,False,WH-South,353.4,334.27,Monday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-17,P1000,Electronics,412.79,0.0,412.79,16,6604.64,Retail Store,263,False,False,WH-North,353.4,334.27,Tuesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-18,P1000,Electronics,412.79,0.0,412.79,15,6191.85,Mobile App,248,False,False,WH-Central,353.4,334.27,Wednesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-19,P1000,Electronics,412.79,0.0,412.79,15,6191.85,Website,233,False,False,WH-East,353.4,334.27,Thursday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-20,P1000,Electronics,412.79,0.0,412.79,14,5779.06,Marketplace-A,219,False,False,WH-South,353.4,334.27,Friday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-21,P1000,Electronics,412.79,0.0,412.79,11,4540.69,Marketplace-A,208,False,False,WH-Central,353.4,334.27,Saturday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-22,P1000,Electronics,412.79,0.0,412.79,11,4540.69,Marketplace-A,197,False,False,WH-South,353.4,334.27,Sunday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-23,P1000,Electronics,412.79,0.0,412.79,15,6191.85,Retail Store,182,False,False,WH-South,349.42,328.28,Monday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-24,P1000,Electronics,412.79,0.0,412.79,12,4953.48,Retail Store,170,False,False,WH-Central,349.42,328.28,Tuesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-25,P1000,Electronics,412.79,0.0,412.79,19,7843.01,Website,151,False,False,WH-North,349.42,328.28,Wednesday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-26,P1000,Electronics,412.79,0.0,412.79,20,8255.8,Mobile App,131,False,False,WH-North,349.42,328.28,Thursday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-27,P1000,Electronics,412.79,0.0,412.79,14,5779.06,Website,117,False,False,WH-East,349.42,328.28,Friday,False,False,,False,,False,,71.1,2.66,103.5
2024-09-28,P1000,Electronics,412.79,0.0,412.79,16,6604.64,Retail Store,101,False,False,WH-West,349.42,328.28,Saturday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-29,P1000,Electronics,412.79,0.0,412.79,17,7017.43,Website,84,False,False,WH-North,349.42,328.28,Sunday,True,False,,False,,False,,71.1,2.66,103.5
2024-09-30,P1000,Electronics,412.79,0.0,412.79,17,7017.43,Mobile App,67,False,False,WH-East,358.56,340.44,Monday,False,False,,False,,False,,71.1,2.66,103.5
2024-10-01,P1000,Electronics,412.79,0.0,412.79,14,5779.06,Marketplace-A,53,False,False,WH-South,358.56,340.44,Tuesday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-02,P1000,Electronics,412.79,0.0,412.79,29,11970.91,Mobile App,436,True,False,WH-West,358.56,340.44,Wednesday,False,True,Gandhi Jayanti,False,,False,,69.0,3.85,104.7
2024-10-03,P1000,Electronics,412.79,0.0,412.79,11,4540.69,Website,425,False,False,WH-South,358.56,340.44,Thursday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-04,P1000,Electronics,412.79,0.0,412.79,18,7430.22,Marketplace-A,407,False,False,WH-West,358.56,340.44,Friday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-05,P1000,Electronics,412.79,0.0,412.79,15,6191.85,Marketplace-B,392,False,False,WH-South,358.56,340.44,Saturday,True,False,,False,,False,,69.0,3.85,104.7
2024-10-06,P1000,Electronics,412.79,7.1,383.48,15,5752.2,Mobile App,377,False,False,WH-South,358.56,340.44,Sunday,True,False,,False,,False,,69.0,3.85,104.7
2024-10-07,P1000,Electronics,412.79,7.1,383.48,16,6135.68,Retail Store,361,False,False,WH-North,355.17,338.36,Monday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-08,P1000,Electronics,394.11,0.0,394.11,16,6305.76,Marketplace-B,345,False,False,WH-North,355.17,338.36,Tuesday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-09,P1000,Electronics,381.51,14.2,327.34,17,5564.78,Mobile App,328,False,False,WH-South,355.17,338.36,Wednesday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-10,P1000,Electronics,381.51,14.2,327.34,16,5237.44,Mobile App,312,False,False,WH-North,355.17,338.36,Thursday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-11,P1000,Electronics,381.51,14.2,327.34,11,3600.74,Retail Store,301,False,False,WH-East,355.17,338.36,Friday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-12,P1000,Electronics,381.51,0.0,381.51,20,7630.2,Marketplace-A,281,False,False,WH-East,355.17,338.36,Saturday,True,False,,False,,False,,69.0,3.85,104.7
2024-10-13,P1000,Electronics,381.51,0.0,381.51,17,6485.67,Website,264,False,False,WH-Central,355.17,338.36,Sunday,True,False,,False,,False,,69.0,3.85,104.7
2024-10-14,P1000,Electronics,381.51,0.0,381.51,13,4959.63,Mobile App,251,False,False,WH-East,352.73,322.14,Monday,False,False,,False,,False,,69.0,3.85,104.7
2024-10-15,P1000,Electronics,381.51,0.0,381.51,27,10300.77,Mobile App,224,False,False,WH-West,352.73,322.14,Tuesday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-16,P1000,Electronics,381.51,23.3,292.62,46,13460.52,Retail Store,178,False,False,WH-Central,352.73,322.14,Wednesday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-17,P1000,Electronics,381.51,22.3,296.43,44,13042.92,Marketplace-B,134,False,False,WH-Central,352.73,322.14,Thursday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-18,P1000,Electronics,381.51,15.7,321.61,32,10291.52,Website,102,False,False,WH-East,352.73,322.14,Friday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-19,P1000,Electronics,381.51,15.7,321.61,28,9005.08,Retail Store,74,False,False,WH-North,352.73,322.14,Saturday,True,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-20,P1000,Electronics,381.51,15.7,321.61,38,12221.18,Mobile App,623,True,False,WH-North,352.73,322.14,Sunday,True,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-21,P1000,Electronics,381.51,10.1,342.98,30,10289.4,Marketplace-B,593,False,False,WH-West,362.3,341.38,Monday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-22,P1000,Electronics,381.51,10.1,342.98,37,12690.26,Marketplace-A,556,False,False,WH-West,362.3,341.38,Tuesday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-23,P1000,Electronics,381.51,10.1,342.98,34,11661.32,Retail Store,522,False,False,WH-South,362.3,341.38,Wednesday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-24,P1000,Electronics,381.51,20.2,304.44,33,10046.52,Website,489,False,False,WH-North,362.3,341.38,Thursday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-25,P1000,Electronics,381.51,16.2,319.71,39,12468.69,Retail Store,450,False,False,WH-North,362.3,341.38,Friday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-26,P1000,Electronics,381.51,16.2,319.71,41,13108.11,Mobile App,409,False,False,WH-Central,362.3,341.38,Saturday,True,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-27,P1000,Electronics,381.51,21.4,299.87,48,14393.76,Marketplace-B,361,False,False,WH-East,362.3,341.38,Sunday,True,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-28,P1000,Electronics,381.51,21.9,297.96,25,7449.0,Marketplace-A,336,False,False,WH-West,360.63,326.34,Monday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-29,P1000,Electronics,381.51,16.6,318.18,32,10181.76,Marketplace-B,304,False,False,WH-West,360.63,326.34,Tuesday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-30,P1000,Electronics,381.51,16.6,318.18,34,10818.12,Website,270,False,False,WH-South,360.63,326.34,Wednesday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-10-31,P1000,Electronics,381.51,16.6,318.18,31,9863.58,Marketplace-A,239,False,False,WH-South,360.63,326.34,Thursday,False,False,,True,Diwali Season,False,,69.0,3.85,104.7
2024-11-01,P1000,Electronics,381.51,21.2,300.63,29,8718.27,Retail Store,210,False,False,WH-South,360.63,326.34,Friday,False,False,,True,Diwali Season,False,,83.5,3.86,92.8
2024-11-02,P1000,Electronics,381.51,22.6,295.29,47,13878.63,Mobile App,163,False,False,WH-South,360.63,326.34,Saturday,True,False,,True,Diwali Season,False,,83.5,3.86,92.8
2024-11-03,P1000,Electronics,381.51,22.6,295.29,28,8268.12,Marketplace-A,135,False,False,WH-East,360.63,326.34,Sunday,True,False,,True,Diwali Season,False,,83.5,3.86,92.8
2024-11-04,P1000,Electronics,381.51,23.9,290.33,34,9871.22,Mobile App,101,False,False,WH-North,363.22,335.61,Monday,False,False,,True,Diwali Season,False,,83.5,3.86,92.8
2024-11-05,P1000,Electronics,381.51,23.9,290.33,33,9580.89,Marketplace-A,68,False,False,WH-West,363.22,335.61,Tuesday,False,False,,True,Diwali Season,False,,83.5,3.86,92.8
2024-11-06,P1000,Electronics,381.51,0.0,381.51,13,4959.63,Website,55,False,False,WH-East,363.22,335.61,Wednesday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-07,P1000,Electronics,381.51,0.0,381.51,17,6485.67,Mobile App,559,True,False,WH-West,363.22,335.61,Thursday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-08,P1000,Electronics,381.51,0.0,381.51,14,5341.14,Mobile App,545,False,False,WH-North,363.22,335.61,Friday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-09,P1000,Electronics,381.51,0.0,381.51,13,4959.63,Marketplace-A,532,False,False,WH-North,363.22,335.61,Saturday,True,False,,False,,False,,83.5,3.86,92.8
2024-11-10,P1000,Electronics,381.51,0.0,381.51,17,6485.67,Mobile App,515,False,False,WH-Central,363.22,335.61,Sunday,True,False,,False,,False,,83.5,3.86,92.8
2024-11-11,P1000,Electronics,381.51,0.0,381.51,11,4196.61,Marketplace-A,504,False,False,WH-East,352.44,328.56,Monday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-12,P1000,Electronics,381.51,0.0,381.51,17,6485.67,Website,487,False,False,WH-East,352.44,328.56,Tuesday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-13,P1000,Electronics,380.17,0.0,380.17,11,4181.87,Retail Store,476,False,False,WH-North,352.44,328.56,Wednesday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-14,P1000,Electronics,380.17,0.0,380.17,13,4942.21,Marketplace-B,463,False,False,WH-North,352.44,328.56,Thursday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-15,P1000,Electronics,380.17,0.0,380.17,16,6082.72,Website,447,False,False,WH-North,352.44,328.56,Friday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-16,P1000,Electronics,380.17,0.0,380.17,18,6843.06,Mobile App,429,False,False,WH-Central,352.44,328.56,Saturday,True,False,,False,,False,,83.5,3.86,92.8
2024-11-17,P1000,Electronics,380.17,0.0,380.17,18,6843.06,Marketplace-A,411,False,False,WH-South,352.44,328.56,Sunday,True,False,,False,,False,,83.5,3.86,92.8
2024-11-18,P1000,Electronics,380.17,0.0,380.17,12,4562.04,Marketplace-A,399,False,False,WH-West,356.36,330.2,Monday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-19,P1000,Electronics,380.17,0.0,380.17,22,8363.74,Website,377,False,False,WH-Central,356.36,330.2,Tuesday,False,False,,False,,False,,83.5,3.86,92.8
2024-11-20,P1000,Electronics,380.17,0.0,380.17,18,6843.06,Marketplace-B,359,False,False,WH-South,356.36,330.2,Wednesday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-21,P1000,Electronics,380.17,30.6,263.84,38,10025.92,Mobile App,321,False,False,WH-South,356.36,330.2,Thursday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-22,P1000,Electronics,372.15,15.8,313.35,29,9087.15,Marketplace-B,292,False,False,WH-Central,356.36,330.2,Friday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-23,P1000,Electronics,372.15,15.8,313.35,33,10340.55,Marketplace-B,259,False,False,WH-South,356.36,330.2,Saturday,True,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-24,P1000,Electronics,372.15,15.8,313.35,39,12220.65,Marketplace-A,220,False,False,WH-North,356.36,330.2,Sunday,True,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-25,P1000,Electronics,372.15,18.1,304.79,32,9753.28,Mobile App,188,False,False,WH-West,342.69,314.04,Monday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-26,P1000,Electronics,372.15,18.1,304.79,37,11277.23,Marketplace-B,151,False,False,WH-South,342.69,314.04,Tuesday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-27,P1000,Electronics,372.15,18.1,304.79,43,13105.97,Marketplace-B,108,False,False,WH-West,342.69,314.04,Wednesday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-28,P1000,Electronics,372.15,17.6,306.65,40,12266.0,Retail Store,68,False,False,WH-North,342.69,314.04,Thursday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-29,P1000,Electronics,372.15,17.6,306.65,17,5213.05,Marketplace-A,51,False,False,WH-East,342.69,314.04,Friday,False,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-11-30,P1000,Electronics,372.15,17.6,306.65,21,6439.65,Marketplace-A,448,True,False,WH-Central,342.69,314.04,Saturday,True,False,,False,,True,Black Friday / Cyber Monday,83.5,3.86,92.8
2024-12-01,P1000,Electronics,372.15,0.0,372.15,14,5210.1,Website,434,False,False,WH-Central,342.69,314.04,Sunday,True,False,,False,,False,,77.9,4.48,105.8
2024-12-02,P1000,Electronics,372.15,0.0,372.15,17,6326.55,Marketplace-A,417,False,False,WH-Central,345.3,322.04,Monday,False,False,,False,,False,,77.9,4.48,105.8
2024-12-03,P1000,Electronics,372.15,0.0,372.15,18,6698.7,Mobile App,399,False,False,WH-North,345.3,322.04,Tuesday,False,False,,False,,False,,77.9,4.48,105.8
2024-12-04,P1000,Electronics,372.15,0.0,372.15,18,6698.7,Website,381,False,False,WH-South,345.3,322.04,Wednesday,False,False,,False,,False,,77.9,4.48,105.8
