date,product_id,competitor_name,competitor_price,in_stock
2025-09-22,P1000,CompetitorZ,390.62,True
2025-09-29,P1000,CompetitorZ,409.75,True
2025-10-06,P1000,CompetitorZ,402.75,True
2025-10-13,P1000,CompetitorZ,397.55,True
2025-10-20,P1000,CompetitorZ,403.93,True
2025-10-27,P1000,CompetitorZ,399.88,True
2025-11-03,P1000,CompetitorZ,396.75,True
2025-11-10,P1000,CompetitorZ,375.96,True
2025-11-17,P1000,CompetitorZ,407.11,True
2025-11-24,P1000,CompetitorZ,388.24,True
2025-12-01,P1000,CompetitorZ,406.51,True
2025-12-08,P1000,CompetitorZ,407.65,True
2025-12-15,P1000,CompetitorZ,385.74,True
2025-12-22,P1000,CompetitorZ,404.87,True
2025-12-29,P1000,CompetitorZ,389.39,True
2024-07-08,P1000,CompetitorY,355.11,True
2024-07-15,P1000,CompetitorY,343.0,True
2024-07-22,P1000,CompetitorY,353.13,True
2024-07-29,P1000,CompetitorY,356.88,True
2024-08-05,P1000,CompetitorY,352.66,True
2024-08-12,P1000,CompetitorY,339.11,True
2024-08-19,P1000,CompetitorY,371.38,True
2024-08-26,P1000,CompetitorY,354.27,True
2024-09-02,P1000,CompetitorY,344.92,True
2024-09-09,P1000,CompetitorY,370.52,True
2024-09-16,P1000,CompetitorY,359.89,True
2024-09-23,P1000,CompetitorY,340.62,True
2024-09-30,P1000,CompetitorY,342.27,True
2024-10-07,P1000,CompetitorY,350.98,True
2024-10-14,P1000,CompetitorY,356.49,True
2024-10-21,P1000,CompetitorY,359.94,True
2024-10-28,P1000,CompetitorY,363.41,True
2024-11-04,P1000,CompetitorY,359.06,True
2024-11-11,P1000,CompetitorY,367.62,True
2024-11-18,P1000,CompetitorY,354.69,True
2024-11-25,P1000,CompetitorY,345.29,True
2024-12-02,P1000,CompetitorY,353.31,True
2024-12-09,P1000,CompetitorY,352.61,True
2024-12-16,P1000,CompetitorY,326.01,True
2024-12-23,P1000,CompetitorY,347.39,True
2024-12-30,P1000,CompetitorY,356.67,True
2025-01-06,P1000,CompetitorY,348.84,True
2025-01-13,P1000,CompetitorY,346.49,True
2025-01-20,P1000,CompetitorY,363.0,True
2025-01-27,P1000,CompetitorY,343.63,True
2025-02-03,P1000,CompetitorY,360.88,True
2025-02-10,P1000,CompetitorY,339.21,True
2025-02-17,P1000,CompetitorY,382.61,True
2025-02-24,P1000,CompetitorY,351.06,True
2025-03-03,P1000,CompetitorY,349.91,True
2025-03-10,P1000,CompetitorY,365.46,True
2025-03-17,P1000,CompetitorY,348.9,True
2025-03-24,P1000,CompetitorY,368.76,True
2025-03-31,P1000,CompetitorY,357.28,True
2025-04-07,P1000,CompetitorY,352.09,True
2025-04-14,P1000,CompetitorY,350.96,True
2025-04-21,P1000,CompetitorY,366.14,True
2025-04-28,P1000,CompetitorY,355.78,True
2025-05-05,P1000,CompetitorY,357.92,True
2025-05-12,P1000,CompetitorY,359.08,True
2025-05-19,P1000,CompetitorY,354.75,True
2025-05-26,P1000,CompetitorY,358.85,True
2025-06-02,P1000,CompetitorY,352.09,True
2025-06-09,P1000,CompetitorY,352.81,True
2025-06-16,P1000,CompetitorY,341.48,True
2025-06-23,P1000,CompetitorY,356.5,True
2025-06-30,P1000,CompetitorY,335.11,True
2025-07-07,P1000,CompetitorY,356.35,True
2025-07-14,P1000,CompetitorY,350.37,True
2025-07-21,P1000,CompetitorY,357.31,True
2025-07-28,P1000,CompetitorY,342.22,True
2025-08-04,P1000,CompetitorY,330.88,True
2025-08-11,P1000,CompetitorY,349.62,True
2025-08-18,P1000,CompetitorY,342.25,True
2025-08-25,P1000,CompetitorY,334.47,True
2025-09-01,P1000,CompetitorY,361.48,True
2025-09-08,P1000,CompetitorY,370.32,True
2025-09-15,P1000,CompetitorY,344.89,True
2025-09-22,P1000,CompetitorY,352.54,True
2025-09-29,P1000,CompetitorY,350.08,False
2025-10-06,P1000,CompetitorY,346.36,True
2025-10-13,P1000,CompetitorY,360.38,True
2025-10-20,P1000,CompetitorY,364.05,True
2025-10-27,P1000,CompetitorY,344.13,True
2025-11-03,P1000,CompetitorY,353.82,True
2025-11-10,P1000,CompetitorY,366.96,True
2025-11-17,P1000,CompetitorY,360.65,True
2025-11-24,P1000,CompetitorY,362.22,True
2025-12-01,P1000,CompetitorY,367.84,True
2025-12-08,P1000,CompetitorY,367.7,True
2025-12-15,P1000,CompetitorY,364.25,True
2025-12-22,P1000,CompetitorY,354.88,True
2025-12-29,P1000,CompetitorY,349.29,True
2024-07-08,P1000,CompetitorX,322.37,True
2024-07-15,P1000,CompetitorX,361.13,True
2024-07-22,P1000,CompetitorX,327.58,True
2024-07-29,P1000,CompetitorX,331.31,True
2024-08-05,P1000,CompetitorX,326.71,True
2024-08-12,P1000,CompetitorX,341.13,True
2024-08-19,P1000,CompetitorX,332.97,True
2024-08-26,P1000,CompetitorX,325.26,False
2024-09-02,P1000,CompetitorX,341.54,True
2024-09-09,P1000,CompetitorX,342.9,True
2024-09-16,P1000,CompetitorX,334.27,True
2024-09-23,P1000,CompetitorX,328.28,True
2024-09-30,P1000,CompetitorX,356.96,True
2024-10-07,P1000,CompetitorX,338.36,True
2024-10-14,P1000,CompetitorX,322.14,False
2024-10-21,P1000,CompetitorX,349.15,True
2024-10-28,P1000,CompetitorX,326.34,True
2024-11-04,P1000,CompetitorX,362.5,True
2024-11-11,P1000,CompetitorX,335.74,True
2024-11-18,P1000,CompetitorX,345.13,True
2024-11-25,P1000,CompetitorX,314.04,True
2024-12-02,P1000,CompetitorX,322.04,True
2024-12-09,P1000,CompetitorX,348.35,True
2024-12-16,P1000,CompetitorX,338.14,True
2024-12-23,P1000,CompetitorX,355.47,True
2024-12-30,P1000,CompetitorX,339.82,True
2025-01-06,P1000,CompetitorX,336.4,True
2025-01-13,P1000,CompetitorX,352.16,True
2025-01-20,P1000,CompetitorX,345.09,True
2025-01-27,P1000,CompetitorX,332.97,True
2025-02-03,P1000,CompetitorX,323.95,True
2025-02-10,P1000,CompetitorX,311.11,True
2025-02-17,P1000,CompetitorX,330.55,True
2025-02-24,P1000,CompetitorX,323.02,True
2025-03-03,P1000,CompetitorX,361.05,True
2025-03-10,P1000,CompetitorX,328.41,True
2025-03-17,P1000,CompetitorX,328.13,True
2025-03-24,P1000,CompetitorX,319.66,True
2025-03-31,P1000,CompetitorX,332.27,True
2025-04-07,P1000,CompetitorX,328.27,True
2025-04-14,P1000,CompetitorX,352.41,True
2025-04-21,P1000,CompetitorX,336.64,False
2025-04-28,P1000,CompetitorX,334.85,True
2025-05-05,P1000,CompetitorX,333.59,True
2025-05-12,P1000,CompetitorX,342.84,True
2025-05-19,P1000,CompetitorX,330.4,True
2025-05-26,P1000,CompetitorX,341.65,True
2025-06-02,P1000,CompetitorX,351.16,True
2025-06-09,P1000,CompetitorX,339.57,True
2025-06-16,P1000,CompetitorX,332.43,True
2025-06-23,P1000,CompetitorX,325.36,True
2025-06-30,P1000,CompetitorX,332.18,True
2025-07-07,P1000,CompetitorX,340.6,True
2025-07-14,P1000,CompetitorX,319.54,True
2025-07-21,P1000,CompetitorX,343.3,True
2025-07-28,P1000,CompetitorX,337.03,True
2025-08-04,P1000,CompetitorX,333.44,True
2025-08-11,P1000,CompetitorX,328.32,True
2025-08-18,P1000,CompetitorX,330.16,True
2025-08-25,P1000,CompetitorX,340.95,False
2025-09-01,P1000,CompetitorX,333.66,True
2025-09-08,P1000,CompetitorX,329.91,True
2025-09-15,P1000,CompetitorX,339.65,True
2025-09-22,P1000,CompetitorX,340.05,True
2025-09-29,P1000,CompetitorX,322.39,True
2025-10-06,P1000,CompetitorX,340.69,True
2025-10-13,P1000,CompetitorX,360.08,True
2025-10-20,P1000,CompetitorX,339.66,True
2025-10-27,P1000,CompetitorX,317.87,True
2025-11-03,P1000,CompetitorX,336.73,True
2025-11-10,P1000,CompetitorX,316.55,True
2025-11-17,P1000,CompetitorX,366.77,True
2025-11-24,P1000,CompetitorX,357.41,True
2025-12-01,P1000,CompetitorX,328.25,True
2025-12-08,P1000,CompetitorX,312.38,True
2025-12-15,P1000,CompetitorX,326.12,True
2025-12-22,P1000,CompetitorX,333.13,True
2025-12-29,P1000,CompetitorX,317.24,True
2024-07-08,P1000,MarketLeaderCo,340.06,True
2024-07-15,P1000,MarketLeaderCo,332.95,True
2024-07-22,P1000,MarketLeaderCo,325.86,True
2024-07-29,P1000,MarketLeaderCo,344.76,True
2024-08-05,P1000,MarketLeaderCo,332.6,True
2024-08-12,P1000,MarketLeaderCo,335.99,True
2024-08-19,P1000,MarketLeaderCo,340.5,True
2024-08-26,P1000,MarketLeaderCo,335.36,False
2024-09-02,P1000,MarketLeaderCo,335.4,True
2024-09-09,P1000,MarketLeaderCo,345.32,True
2024-09-16,P1000,MarketLeaderCo,336.49,True
2024-09-23,P1000,MarketLeaderCo,343.64,True
2024-09-30,P1000,MarketLeaderCo,340.44,True
2024-10-07,P1000,MarketLeaderCo,355.23,True
2024-10-14,P1000,MarketLeaderCo,339.08,True
2024-10-21,P1000,MarketLeaderCo,341.38,True
2024-10-28,P1000,MarketLeaderCo,346.04,True
2024-11-04,P1000,MarketLeaderCo,335.61,True
2024-11-11,P1000,MarketLeaderCo,328.56,True
2024-11-18,P1000,MarketLeaderCo,330.2,True
2024-11-25,P1000,MarketLeaderCo,330.3,True
2024-12-02,P1000,MarketLeaderCo,325.42,True
2024-12-09,P1000,MarketLeaderCo,338.16,True
2024-12-16,P1000,MarketLeaderCo,328.64,True
2024-12-23,P1000,MarketLeaderCo,336.92,True
2024-12-30,P1000,MarketLeaderCo,333.37,True
2025-01-06,P1000,MarketLeaderCo,334.55,True
2025-01-13,P1000,MarketLeaderCo,340.55,True
2025-01-20,P1000,MarketLeaderCo,329.52,True
2025-01-27,P1000,MarketLeaderCo,341.39,True
2025-02-03,P1000,MarketLeaderCo,350.72,True
2025-02-10,P1000,MarketLeaderCo,338.41,True
2025-02-17,P1000,MarketLeaderCo,327.11,True
2025-02-24,P1000,MarketLeaderCo,328.79,False
2025-03-03,P1000,MarketLeaderCo,332.47,True
2025-03-10,P1000,MarketLeaderCo,328.99,True
2025-03-17,P1000,MarketLeaderCo,325.01,True
2025-03-24,P1000,MarketLeaderCo,336.52,True
2025-03-31,P1000,MarketLeaderCo,332.74,True
2025-04-07,P1000,MarketLeaderCo,336.87,True
2025-04-14,P1000,MarketLeaderCo,346.89,True
2025-04-21,P1000,MarketLeaderCo,332.59,True
2025-04-28,P1000,MarketLeaderCo,323.05,True
2025-05-05,P1000,MarketLeaderCo,330.96,True
2025-05-12,P1000,MarketLeaderCo,342.71,True
2025-05-19,P1000,MarketLeaderCo,341.77,True
2025-05-26,P1000,MarketLeaderCo,340.18,True
2025-06-02,P1000,MarketLeaderCo,328.69,True
2025-06-09,P1000,MarketLeaderCo,342.52,True
2025-06-16,P1000,MarketLeaderCo,344.78,True
2025-06-23,P1000,MarketLeaderCo,327.98,True
2025-06-30,P1000,MarketLeaderCo,334.55,True
2025-07-07,P1000,MarketLeaderCo,355.27,True
2025-07-14,P1000,MarketLeaderCo,327.53,True
2025-07-21,P1000,MarketLeaderCo,317.83,False
2025-07-28,P1000,MarketLeaderCo,348.86,True
2025-08-04,P1000,MarketLeaderCo,346.39,True
2025-08-11,P1000,MarketLeaderCo,330.37,True
2025-08-18,P1000,MarketLeaderCo,333.83,True
2025-08-25,P1000,MarketLeaderCo,322.66,True
2025-09-01,P1000,MarketLeaderCo,335.86,True
2025-09-08,P1000,MarketLeaderCo,346.68,True
2025-09-15,P1000,MarketLeaderCo,329.51,True
2025-09-22,P1000,MarketLeaderCo,343.78,True
2025-09-29,P1000,MarketLeaderCo,339.63,True
2025-10-06,P1000,MarketLeaderCo,340.77,True
2025-10-13,P1000,MarketLeaderCo,330.1,False
2025-10-20,P1000,MarketLeaderCo,331.4,True
2025-10-27,P1000,MarketLeaderCo,316.41,True
2025-11-03,P1000,MarketLeaderCo,329.27,True
2025-11-10,P1000,MarketLeaderCo,346.66,True
2025-11-17,P1000,MarketLeaderCo,325.63,True
2025-11-24,P1000,MarketLeaderCo,327.12,True
2025-12-01,P1000,MarketLeaderCo,341.4,True
2025-12-08,P1000,MarketLeaderCo,339.01,True
2025-12-15,P1000,MarketLeaderCo,341.9,True
2025-12-22,P1000,MarketLeaderCo,323.28,True
2025-12-29,P1000,MarketLeaderCo,360.73,True
2024-03-04,P1001,CompetitorZ,85.42,True
2024-03-11,P1001,CompetitorZ,85.26,True
2024-03-18,P1001,CompetitorZ,90.73,True
2024-03-25,P1001,CompetitorZ,80.07,True
2024-04-01,P1001,CompetitorZ,87.84,True
2024-04-08,P1001,CompetitorZ,85.84,True
2024-04-15,P1001,CompetitorZ,90.76,True
2024-04-22,P1001,CompetitorZ,90.41,True
2024-04-29,P1001,CompetitorZ,87.46,True
2024-05-06,P1001,CompetitorZ,82.41,True
2024-05-13,P1001,CompetitorZ,85.02,True
2024-05-20,P1001,CompetitorZ,85.31,True
2024-05-27,P1001,CompetitorZ,83.07,True
2024-06-03,P1001,CompetitorZ,89.51,True
2024-06-10,P1001,CompetitorZ,82.74,True
2024-06-17,P1001,CompetitorZ,91.61,True
2024-06-24,P1001,CompetitorZ,91.61,True
2024-07-01,P1001,CompetitorZ,85.51,True
2024-07-08,P1001,CompetitorZ,87.36,True
2024-07-15,P1001,CompetitorZ,86.32,True
2024-07-22,P1001,CompetitorZ,88.85,True
2024-07-29,P1001,CompetitorZ,89.82,True
2024-08-05,P1001,CompetitorZ,87.18,True
2024-08-12,P1001,CompetitorZ,87.73,True
2024-08-19,P1001,CompetitorZ,84.9,True
2024-08-26,P1001,CompetitorZ,87.64,True
2024-09-02,P1001,CompetitorZ,86.93,True
2024-09-09,P1001,CompetitorZ,84.14,True
2024-09-16,P1001,CompetitorZ,86.47,True
2024-09-23,P1001,CompetitorZ,85.52,True
2024-09-30,P1001,CompetitorZ,84.93,True
2024-10-07,P1001,CompetitorZ,83.54,True
2024-10-14,P1001,CompetitorZ,86.67,True
2024-10-21,P1001,CompetitorZ,84.49,False
2024-10-28,P1001,CompetitorZ,85.29,True
2024-11-04,P1001,CompetitorZ,89.3,True
2024-11-11,P1001,CompetitorZ,88.15,True
2024-11-18,P1001,CompetitorZ,83.97,True
2024-11-25,P1001,CompetitorZ,87.42,True
2024-12-02,P1001,CompetitorZ,86.86,True
2024-12-09,P1001,CompetitorZ,90.93,True
2024-12-16,P1001,CompetitorZ,90.1,True
2024-12-23,P1001,CompetitorZ,82.53,True
2024-12-30,P1001,CompetitorZ,88.75,True
2025-01-06,P1001,CompetitorZ,89.79,True
2025-01-13,P1001,CompetitorZ,87.96,False
2025-01-20,P1001,CompetitorZ,85.64,True
2025-01-27,P1001,CompetitorZ,92.77,True
2025-02-03,P1001,CompetitorZ,88.2,True
2025-02-10,P1001,CompetitorZ,91.64,True
2025-02-17,P1001,CompetitorZ,90.02,True
2025-02-24,P1001,CompetitorZ,87.72,True
2025-03-03,P1001,CompetitorZ,85.01,True
2025-03-10,P1001,CompetitorZ,86.45,False
2025-03-17,P1001,CompetitorZ,85.94,True
2025-03-24,P1001,CompetitorZ,83.36,True
2025-03-31,P1001,CompetitorZ,88.2,False
2025-04-07,P1001,CompetitorZ,90.58,True
2025-04-14,P1001,CompetitorZ,85.74,True
2025-04-21,P1001,CompetitorZ,92.13,True
2025-04-28,P1001,CompetitorZ,82.47,True
2025-05-05,P1001,CompetitorZ,89.25,True
2025-05-12,P1001,CompetitorZ,90.85,True
2025-05-19,P1001,CompetitorZ,85.98,True
2025-05-26,P1001,CompetitorZ,86.03,True
2025-06-02,P1001,CompetitorZ,89.22,True
2025-06-09,P1001,CompetitorZ,87.82,True
2025-06-16,P1001,CompetitorZ,81.33,True
2025-06-23,P1001,CompetitorZ,84.32,True
2025-06-30,P1001,CompetitorZ,86.48,True
2025-07-07,P1001,CompetitorZ,82.96,False
2025-07-14,P1001,CompetitorZ,85.28,True
2025-07-21,P1001,CompetitorZ,83.02,True
2025-07-28,P1001,CompetitorZ,85.55,True
2025-08-04,P1001,CompetitorZ,85.64,True
2025-08-11,P1001,CompetitorZ,87.42,True
2025-08-18,P1001,CompetitorZ,86.27,True
2025-08-25,P1001,CompetitorZ,87.82,True
2025-09-01,P1001,CompetitorZ,87.51,True
2025-09-08,P1001,CompetitorZ,89.19,True
2025-09-15,P1001,CompetitorZ,88.78,False
2025-09-22,P1001,CompetitorZ,88.5,True
2025-09-29,P1001,CompetitorZ,94.57,True
2025-10-06,P1001,CompetitorZ,87.41,True
2025-10-13,P1001,CompetitorZ,93.24,True
2025-10-20,P1001,CompetitorZ,87.58,True
2025-10-27,P1001,CompetitorZ,86.3,True
2025-11-03,P1001,CompetitorZ,85.54,True
2025-11-10,P1001,CompetitorZ,90.43,True
2025-11-17,P1001,CompetitorZ,90.77,True
2025-11-24,P1001,CompetitorZ,88.07,True
2025-12-01,P1001,CompetitorZ,89.45,True
2025-12-08,P1001,CompetitorZ,83.2,True
2025-12-15,P1001,CompetitorZ,82.49,True
2025-12-22,P1001,CompetitorZ,89.75,True
2025-12-29,P1001,CompetitorZ,86.18,False
2024-03-04,P1001,CompetitorY,78.17,True
2024-03-11,P1001,CompetitorY,82.61,True
2024-03-18,P1001,CompetitorY,83.26,True
2024-03-25,P1001,CompetitorY,82.34,True
2024-04-01,P1001,CompetitorY,79.85,True
2024-04-08,P1001,CompetitorY,73.78,True
2024-04-15,P1001,CompetitorY,77.63,True
2024-04-22,P1001,CompetitorY,78.97,True
2024-04-29,P1001,CompetitorY,77.18,True
2024-05-06,P1001,CompetitorY,78.97,True
2024-05-13,P1001,CompetitorY,83.14,True
2024-05-20,P1001,CompetitorY,75.39,True
2024-05-27,P1001,CompetitorY,83.62,True
2024-06-03,P1001,CompetitorY,81.41,True
2024-06-10,P1001,CompetitorY,79.94,True
2024-06-17,P1001,CompetitorY,77.61,True
2024-06-24,P1001,CompetitorY,77.23,True
2024-07-01,P1001,CompetitorY,75.44,True
2024-07-08,P1001,CompetitorY,83.39,True
2024-07-15,P1001,CompetitorY,82.96,True
2024-07-22,P1001,CompetitorY,75.96,True
2024-07-29,P1001,CompetitorY,77.99,True
2024-08-05,P1001,CompetitorY,80.34,True
2024-08-12,P1001,CompetitorY,78.59,True
2024-08-19,P1001,CompetitorY,74.74,True
2024-08-26,P1001,CompetitorY,77.74,True
2024-09-02,P1001,CompetitorY,83.95,True
2024-09-09,P1001,CompetitorY,77.9,True
2024-09-16,P1001,CompetitorY,78.92,True
2024-09-23,P1001,CompetitorY,76.58,True
2024-09-30,P1001,CompetitorY,80.7,True
2024-10-07,P1001,CompetitorY,79.58,True
2024-10-14,P1001,CompetitorY,77.54,True
2024-10-21,P1001,CompetitorY,76.2,True
2024-10-28,P1001,CompetitorY,82.65,True
2024-11-04,P1001,CompetitorY,75.49,True
2024-11-11,P1001,CompetitorY,80.5,True
2024-11-18,P1001,CompetitorY,74.18,True
2024-11-25,P1001,CompetitorY,80.99,True
2024-12-02,P1001,CompetitorY,81.61,True
2024-12-09,P1001,CompetitorY,81.91,True
2024-12-16,P1001,CompetitorY,78.92,True
2024-12-23,P1001,CompetitorY,83.07,True
2024-12-30,P1001,CompetitorY,84.8,True
2025-01-06,P1001,CompetitorY,78.54,True
2025-01-13,P1001,CompetitorY,78.23,False
2025-01-20,P1001,CompetitorY,79.66,True
2025-01-27,P1001,CompetitorY,78.17,True
2025-02-03,P1001,CompetitorY,77.82,True
2025-02-10,P1001,CompetitorY,78.03,True
2025-02-17,P1001,CompetitorY,83.39,True
2025-02-24,P1001,CompetitorY,81.14,True
2025-03-03,P1001,CompetitorY,78.16,True
2025-03-10,P1001,CompetitorY,73.46,True
2025-03-17,P1001,CompetitorY,75.63,False
2025-03-24,P1001,CompetitorY,80.5,True
2025-03-31,P1001,CompetitorY,74.26,True
2025-04-07,P1001,CompetitorY,80.0,True
2025-04-14,P1001,CompetitorY,76.77,True
2025-04-21,P1001,CompetitorY,79.52,True
2025-04-28,P1001,CompetitorY,79.46,True
2025-05-05,P1001,CompetitorY,79.59,True
2025-05-12,P1001,CompetitorY,78.37,True
2025-05-19,P1001,CompetitorY,78.29,True
2025-05-26,P1001,CompetitorY,77.59,True
2025-06-02,P1001,CompetitorY,80.46,True
2025-06-09,P1001,CompetitorY,81.22,True
2025-06-16,P1001,CompetitorY,76.41,True
2025-06-23,P1001,CompetitorY,79.18,True
2025-06-30,P1001,CompetitorY,79.77,True
2025-07-07,P1001,CompetitorY,79.74,True
2025-07-14,P1001,CompetitorY,79.7,True
2025-07-21,P1001,CompetitorY,78.35,True
2025-07-28,P1001,CompetitorY,79.97,True
2025-08-04,P1001,CompetitorY,80.78,True
2025-08-11,P1001,CompetitorY,79.64,True
2025-08-18,P1001,CompetitorY,80.51,True
2025-08-25,P1001,CompetitorY,81.66,True
2025-09-01,P1001,CompetitorY,74.9,True
2025-09-08,P1001,CompetitorY,81.55,True
2025-09-15,P1001,CompetitorY,80.12,True
2025-09-22,P1001,CompetitorY,76.66,True
2025-09-29,P1001,CompetitorY,81.22,True
2025-10-06,P1001,CompetitorY,78.36,True
2025-10-13,P1001,CompetitorY,78.68,True
2025-10-20,P1001,CompetitorY,78.1,True
2025-10-27,P1001,CompetitorY,80.03,True
2025-11-03,P1001,CompetitorY,77.44,True
2025-11-10,P1001,CompetitorY,81.45,True
2025-11-17,P1001,CompetitorY,78.98,True
2025-11-24,P1001,CompetitorY,78.44,True
2025-12-01,P1001,CompetitorY,81.1,True
2025-12-08,P1001,CompetitorY,78.55,True
2025-12-15,P1001,CompetitorY,81.56,False
2025-12-22,P1001,CompetitorY,81.64,True
2025-12-29,P1001,CompetitorY,76.13,True
2024-03-04,P1001,MarketLeaderCo,84.75,True
2024-03-11,P1001,MarketLeaderCo,85.35,True
2024-03-18,P1001,MarketLeaderCo,76.54,True
2024-03-25,P1001,MarketLeaderCo,84.09,True
2024-04-01,P1001,MarketLeaderCo,86.88,True
2024-04-08,P1001,MarketLeaderCo,84.19,True
2024-04-15,P1001,MarketLeaderCo,76.22,True
2024-04-22,P1001,MarketLeaderCo,85.8,True
2024-04-29,P1001,MarketLeaderCo,81.58,True
2024-05-06,P1001,MarketLeaderCo,80.91,True
2024-05-13,P1001,MarketLeaderCo,82.58,True
2024-05-20,P1001,MarketLeaderCo,78.91,True
2024-05-27,P1001,MarketLeaderCo,81.48,True
2024-06-03,P1001,MarketLeaderCo,85.44,True
2024-06-10,P1001,MarketLeaderCo,83.0,True
2024-06-17,P1001,MarketLeaderCo,81.62,True
2024-06-24,P1001,MarketLeaderCo,81.69,True
2024-07-01,P1001,MarketLeaderCo,78.59,True
2024-07-08,P1001,MarketLeaderCo,81.11,True
2024-07-15,P1001,MarketLeaderCo,77.48,True
2024-07-22,P1001,MarketLeaderCo,83.98,True
2024-07-29,P1001,MarketLeaderCo,76.13,True
2024-08-05,P1001,MarketLeaderCo,83.57,True
2024-08-12,P1001,MarketLeaderCo,83.87,True
2024-08-19,P1001,MarketLeaderCo,84.7,True
2024-08-26,P1001,MarketLeaderCo,81.69,True
2024-09-02,P1001,MarketLeaderCo,83.72,True
2024-09-09,P1001,MarketLeaderCo,81.09,True
2024-09-16,P1001,MarketLeaderCo,78.58,True
2024-09-23,P1001,MarketLeaderCo,85.22,True
2024-09-30,P1001,MarketLeaderCo,81.24,True
2024-10-07,P1001,MarketLeaderCo,78.03,True
2024-10-14,P1001,MarketLeaderCo,80.33,True
2024-10-21,P1001,MarketLeaderCo,80.43,True
2024-10-28,P1001,MarketLeaderCo,82.6,True
2024-11-04,P1001,MarketLeaderCo,87.21,True
2024-11-11,P1001,MarketLeaderCo,82.75,True
2024-11-18,P1001,MarketLeaderCo,81.98,True
2024-11-25,P1001,MarketLeaderCo,87.48,True
2024-12-02,P1001,MarketLeaderCo,83.87,True
2024-12-09,P1001,MarketLeaderCo,82.1,True
2024-12-16,P1001,MarketLeaderCo,80.3,True
2024-12-23,P1001,MarketLeaderCo,82.25,True
2024-12-30,P1001,MarketLeaderCo,81.31,True
2025-01-06,P1001,MarketLeaderCo,81.7,False
2025-01-13,P1001,MarketLeaderCo,84.69,True
2025-01-20,P1001,MarketLeaderCo,80.16,True
2025-01-27,P1001,MarketLeaderCo,82.73,True
2025-02-03,P1001,MarketLeaderCo,83.8,True
2025-02-10,P1001,MarketLeaderCo,79.86,True
2025-02-17,P1001,MarketLeaderCo,79.47,True
2025-02-24,P1001,MarketLeaderCo,81.11,True
2025-03-03,P1001,MarketLeaderCo,80.35,True
