Date,Product_ID,Base_Sales,Marketing_Campaign,Marketing_Effect,Seasonal_Trend,Seasonal_Effect,Price,Discount,Competitor_Price,Stock_Availability,Public_Holiday,Demand
2019-01-02,P005,87,Radio,1.1259005419062456,Spring,1.0,31.096804915379032,0.18421975381128397,22.204666163086983,479,True,58964
2019-01-02,P002,98,Radio,1.433904076255625,Fall,1.1,94.78879222755397,0.1321837090893236,85.35869421389975,36,False,5898
2019-01-02,P005,105,Radio,1.5192701628635248,Summer,1.2,92.77082246620844,0.1791242596979411,90.84512179438619,489,False,86316
2019-01-02,P005,142,Social Media,1.4479590295465616,Spring,1.0,35.78806840843463,0.19771603467330034,31.31810844911312,319,True,66145
2019-01-02,P005,116,Email,1.0851441487691127,Winter,0.8,87.01912373242159,0.1673511183420762,77.41561257464936,197,False,20424
2019-01-02,P003,151,Email,1.2255696799378957,Spring,1.0,53.30016472708168,0.10953877285745811,48.69729899589584,179,False,35513
2019-01-02,P001,149,Social Media,1.4698476036880233,Fall,1.1,70.78547037587981,0.14091512849704926,67.94255922825458,452,False,107206
2019-01-02,P005,84,Social Media,1.42767125583949,Spring,1.0,95.88579151638982,0.068107926956942,87.67343140218057,296,False,39796
2019-01-02,P002,171,Email,1.2850402147680267,Spring,1.0,68.08543619158243,0.1871402758526779,60.77361530293115,369,False,81224
2019-01-02,P005,141,Social Media,1.5505153534257459,Spring,1.0,90.87843204959982,0.11610115131642426,81.96854989925936,255,False,60095
2019-01-02,P005,183,Radio,1.464277197716384,Spring,1.0,91.0190331276451,0.16393738825121584,87.29962418052163,252,True,64747
2019-01-02,P005,192,Social Media,1.6368230475941254,Winter,0.8,83.3520247735222,0.1376441536083166,78.8237617128358,98,False,24714
2019-01-02,P002,159,Email,1.1751334162810139,Fall,1.1,41.52891499389544,0.12086721797084737,34.39022294647704,350,True,84005
2019-01-02,P002,134,None,1.0,Spring,1.0,62.13501703926439,0.18209466095546084,58.55942829551651,11,False,1407
2019-01-02,P005,78,Social Media,1.5658454603567207,Spring,1.0,78.71452513955914,0.12587592325594343,70.69370793360254,322,True,42105
2019-01-02,P004,126,Email,1.1856644639508331,Winter,0.8,78.60452063826983,0.15747517455040588,72.87207534980689,456,True,54481
2019-01-02,P003,87,Social Media,1.683074264591738,Spring,1.0,68.86943167294079,0.151263439901117,63.67474961590005,268,True,39626
2019-01-02,P005,143,Email,0.9950181398307486,Spring,1.0,72.49732860420575,0.14099087588845793,63.30467159534752,28,True,4311
2019-01-02,P002,176,TV,2.338892504221331,Summer,1.2,45.44257131402472,0.1884769623790895,41.35176149840017,103,True,49911
2019-01-02,P004,199,TV,1.718426742353623,Fall,1.1,53.5658436360049,0.09851164311653499,49.179467035745915,260,True,105634
2019-01-02,P002,89,Radio,1.1737162261184033,Spring,1.0,47.888921830679905,0.14511472073716244,38.241611548674236,29,True,3567
2019-01-02,P005,151,Radio,1.363911572998461,Winter,0.8,32.058260272900775,0.1885196351761167,27.28893855239621,499,True,86213
2019-01-02,P001,102,None,1.0,Winter,0.8,68.35930993495191,0.1321577285769304,62.505289525596524,288,False,24535
2019-01-02,P001,170,None,1.0,Summer,1.2,65.25443434357496,0.17734272172711818,63.15470703754479,118,False,22507
2019-01-02,P001,195,Radio,1.5473619617668264,Winter,0.8,95.94902861417155,0.06445173166397053,88.03310614309378,319,False,86369
2019-01-02,P002,159,TV,2.068345193183846,Spring,1.0,47.876131498124025,0.06102313784012224,41.9402194058527,219,False,84918
2019-01-02,P003,129,TV,1.8606523504401549,Winter,0.8,80.33927648408817,0.07342032599421923,75.24475718546778,247,False,51614
2019-01-03,P001,186,TV,2.3758923431151757,Winter,0.8,53.40941417734325,0.17453449918982483,45.092365181891076,296,False,112545
2019-01-03,P002,74,Radio,1.4949197725210763,Summer,1.2,70.85161799581795,0.0677795227586766,66.08996689309569,471,False,68734
2019-01-03,P002,90,Social Media,1.7817937310982985,Summer,1.2,86.1137495933703,0.15409977993956941,81.75723156671023,440,False,82983
2019-01-03,P002,93,Radio,1.47112086797349,Spring,1.0,95.06368567015663,0.07324255323926794,92.47589639924928,481,True,68963
2019-01-03,P005,100,TV,1.7327274873496223,Fall,1.1,77.60560902437831,0.12121268543259243,74.20027849057462,338,False,65133
2019-01-03,P003,91,Social Media,1.6814084528204338,Fall,1.1,36.630071311399206,0.15113492175446747,31.000981129660087,294,True,54594
2019-01-03,P001,139,TV,1.619943369242479,Summer,1.2,62.3060032545578,0.16094234718256256,52.984044188438915,389,False,114081
2019-01-03,P005,107,TV,2.0225451728149286,Spring,1.0,88.47114990616919,0.144261184689921,83.3320129952865,318,False,68775
2019-01-03,P004,170,TV,2.0693595879413236,Spring,1.0,92.37556776243659,0.06867414304253106,90.26578138708815,110,False,40570
2019-01-03,P005,188,Radio,1.1866718265370502,Fall,1.1,63.642224370875034,0.091740373987799,54.650832869721114,430,True,122772
2019-01-03,P005,181,Radio,1.4627194888530797,Summer,1.2,87.9153083158123,0.1786757125860826,84.93177194370138,388,True,115280
2019-01-03,P002,52,Radio,1.4784819155216944,Spring,1.0,83.85840446975561,0.10476052196815554,81.67878239335812,451,True,35056
2019-01-03,P002,165,None,1.0,Summer,1.2,38.590310063830984,0.15682793562647496,29.02395155714745,185,False,45171
2019-01-03,P002,136,Radio,1.2132645095733394,Summer,1.2,69.13838469783201,0.1811187414255856,64.58068624976639,236,False,45062
2019-01-03,P005,141,TV,1.8921355704667886,Winter,0.8,86.56480908614124,0.12492084510216352,79.28407962947483,45,False,10094
2019-01-03,P001,111,TV,1.9640972603410645,Spring,1.0,39.34598387572365,0.060292026304396756,33.17060792626437,163,True,43571
2019-01-03,P001,73,Radio,1.1081361104320597,Fall,1.1,91.60597096219017,0.10057103138854423,83.50604459730953,366,False,35347
2019-01-03,P002,76,TV,2.1910199715078185,Fall,1.1,88.01654797502468,0.0683522096606561,84.05825843600532,403,True,79211
2019-01-03,P001,99,TV,2.394553280152884,Fall,1.1,61.35545999292624,0.127966584702086,58.76706230723113,292,True,76257
2019-01-03,P002,190,TV,1.7688051963678613,Fall,1.1,47.02388557534195,0.07934362376057771,44.14120598518492,115,False,45865
2019-01-03,P003,104,Email,1.0342577783004512,Summer,1.2,89.03435549326704,0.09092457357103903,79.84727273608198,239,True,34397
2019-01-03,P002,133,Radio,1.1992525793011382,Spring,1.0,68.46103060606974,0.08888987394622141,59.230405470642026,106,True,19585
2019-01-03,P002,51,None,1.0,Spring,1.0,98.3980444992529,0.1354054077536207,94.87503433353754,494,False,24850
2019-01-03,P002,72,None,1.0,Summer,1.2,99.84288293150705,0.13476442569971114,93.28761414507954,289,False,25435
2019-01-03,P002,182,Social Media,1.2613202250151136,Fall,1.1,79.38101943691436,0.052474228389178146,72.70283178326575,413,True,118683
2019-01-03,P005,183,None,1.0,Summer,1.2,99.03882613895432,0.16322911172412702,97.60125068741566,328,True,67275
2019-01-03,P001,146,Radio,1.117564426465613,Spring,1.0,54.47943501128931,0.17057955745090758,46.668993553552646,324,False,56304
2019-01-03,P002,52,Social Media,1.5208350676703066,Winter,0.8,32.38321133143568,0.07530296727689455,23.98177774626091,92,False,7994
2019-01-03,P003,138,Social Media,1.514277650501004,Winter,0.8,75.88182461607737,0.16349861827012963,70.93583195406671,425,False,69935
2019-01-03,P005,191,None,1.0,Spring,1.0,41.14267998856498,0.06049977618482209,36.21933010012468,474,True,106280
2019-01-03,P001,122,None,1.0,Fall,1.1,59.62206220028335,0.1670623979876873,54.64325631200197,206,True,27637
2019-01-04,P001,52,Social Media,1.5815385853634947,Winter,0.8,49.47108891143591,0.16557900037244605,43.36351785224386,327,True,22528
2019-01-04,P005,163,Email,1.2068356576149135,Summer,1.2,41.857695641107114,0.1336421860027091,34.75928102304141,401,True,108631
2019-01-04,P005,177,None,1.0,Summer,1.2,74.56414099952639,0.10968543332892579,65.34392733857568,77,False,18277
2019-01-04,P002,180,Radio,1.0460465249482176,Winter,0.8,90.09787531969484,0.15220215834604625,88.82833815645088,168,True,23937
2019-01-04,P001,134,Email,1.0041129502566428,Fall,1.1,41.04250329715347,0.10056911957281969,37.684301543273776,372,True,59327
2019-01-04,P001,127,Radio,1.4599977832686541,Fall,1.1,82.58946117793938,0.13680992013757928,74.65067643524148,189,False,40494
2019-01-04,P002,121,Social Media,1.3953635288391943,Fall,1.1,39.25848947324168,0.19166598842322846,30.48120759296181,50,False,10634
2019-01-04,P005,127,TV,1.812859127365644,Fall,1.1,48.36213981226929,0.13290299128357086,38.56361114694903,453,True,137229
2019-01-04,P004,177,TV,2.2239238250552766,Spring,1.0,71.0226714491235,0.08060024508236119,63.68979740276427,343,True,152269
2019-01-04,P004,113,Social Media,1.6009225973926249,Winter,0.8,36.64387372635342,0.05036505616423674,34.69534389891238,433,True,69136
2019-01-04,P004,140,None,1.0,Fall,1.1,94.04979032960732,0.14588199887246228,88.17087840144782,27,False,4167
2019-01-04,P005,133,Email,1.4026355526713699,Summer,1.2,64.99684047954983,0.19369345740188126,62.74977524640341,321,True,66016
2019-01-04,P001,171,TV,2.109444117425195,Fall,1.1,94.25686605043269,0.1750299828884216,88.95422364102505,328,False,125143
2019-01-04,P003,169,None,1.0,Summer,1.2,52.15459530986302,0.10301172152675492,45.892760132926654,32,True,7276
2019-01-04,P003,76,Radio,1.2167402060361403,Fall,1.1,60.496234879928124,0.15351646299765587,55.27249845857415,31,True,3213
2019-01-04,P001,65,None,1.0,Spring,1.0,53.67941586356948,0.10583174539939484,51.92053595635267,305,True,20160
2019-01-04,P004,73,Email,1.2753413526185298,Winter,0.8,34.148130727807214,0.1572512025049433,27.721615064574422,292,True,24834
2019-01-04,P001,75,TV,2.0926431475293454,Summer,1.2,41.969971557964456,0.10411902260343454,32.66704756142812,346,False,82506
2019-01-04,P005,109,Email,0.9992518304111403,Winter,0.8,53.37607946383698,0.16028764482634994,51.02980028131054,440,False,37041
2019-01-04,P004,59,Social Media,1.229706320897896,Winter,0.8,39.09014964897602,0.08549505950409578,29.608995501653425,149,False,11485
2019-01-04,P001,153,Social Media,1.7986718169808666,Summer,1.2,50.47329351275371,0.07454485968913468,47.7151560961692,290,True,103127
2019-01-04,P003,55,TV,2.3041815485094395,Fall,1.1,38.37450068660425,0.13690133980897962,37.03751597853336,348,True,47720
2019-01-04,P002,114,None,1.0,Fall,1.1,75.66717255403447,0.17898342217967284,69.98009811839547,219,True,26817
2019-01-04,P003,98,Social Media,1.711268361955787,Spring,1.0,89.30451151596395,0.11473313037668076,85.0320927330212,135,True,23154
2019-01-04,P002,164,Social Media,1.5451777476146877,Winter,0.8,78.15559571163897,0.07662937580269942,71.23837285986278,229,False,51732
2019-01-04,P005,176,Social Media,1.2408784313444439,Fall,1.1,38.99922210650743,0.18059579311519297,33.13829308778938,187,True,47653
2019-01-04,P003,64,None,1.0,Summer,1.2,71.19275210032535,0.17318168037895204,67.98833797914196,478,True,34961
2019-01-04,P004,73,TV,2.117195292770468,Winter,0.8,80.32555632945501,0.10822467478470371,70.97896911289895,300,False,41178
2019-01-04,P005,183,None,1.0,Spring,1.0,97.5246189874234,0.19210627238502215,94.53391004985642,114,False,19126
2019-01-04,P001,112,Social Media,1.2707497225319373,Fall,1.1,68.63187487249691,0.1883433399691264,62.040736020555386,449,True,69427
2019-01-04,P005,118,Radio,1.1225481788347014,Spring,1.0,68.80853243148994,0.1512973689901368,60.94260208755734,13,False,1815
2019-01-04,P001,191,Email,1.0080641490488698,Spring,1.0,51.644167610844654,0.19283302386469114,42.01861442566447,360,True,75641
2019-01-04,P003,81,Radio,1.3136284803269447,Winter,0.8,89.46999495876057,0.07742548045111614,82.36399286852021,314,False,29465
2019-01-04,P001,178,TV,2.249740450910152,Fall,1.1,75.42860025127564,0.09251929135884779,67.39095652970886,420,True,206708
2019-01-04,P002,77,Email,1.2925202626445926,Summer,1.2,56.89468448985842,0.18207458117084746,47.155899955661496,238,True,30855
2019-01-05,P004,108,Radio,1.500596383646189,Fall,1.1,48.1722549912115,0.15194642328188354,44.21582698260516,364,True,65950
2019-01-05,P003,90,Radio,1.190154325608435,Summer,1.2,96.91097156199062,0.18951108061482524,90.90696099109557,205,False,25043
2019-01-05,P002,104,Email,1.2060884913734538,Fall,1.1,96.39863937196384,0.09089630400415476,90.95675769852899,230,False,33633
2019-01-05,P005,135,TV,1.7562622587121286,Winter,0.8,70.94520161617608,0.12914545325873267,66.45471629195622,31,False,6013
2019-01-05,P002,156,Social Media,1.4923077364309116,Fall,1.1,59.65757065851163,0.09299357539710201,50.02506809930637,54,True,16453
2019-01-05,P001,157,Email,1.3008556047289537,Fall,1.1,82.64175018769308,0.10458677332252261,75.16268750665697,372,False,90506
2019-01-05,P004,50,Radio,1.0627126398783264,Summer,1.2,72.38627782104251,0.13558411683462407,63.41584335008178,467,False,32318
2019-01-05,P005,56,Radio,1.2287975075722128,Winter,0.8,52.97204677336855,0.08168201813897927,50.32099709678194,166,False,9717
2019-01-05,P005,55,Social Media,1.3304614826312415,Winter,0.8,56.22041674579287,0.18815771389151853,46.42153119755187,14,True,886
2019-01-05,P002,60,Email,1.3844958159285523,Spring,1.0,86.78899520052224,0.09815431119041025,80.08302123182469,20,False,1786
2019-01-05,P002,105,Email,1.104318087839136,Summer,1.2,56.86508507701991,0.052557588449397626,53.1495336178305,285,True,44218
2019-01-05,P001,81,Radio,1.5569621603220956,Summer,1.2,55.93055983406417,0.12967477662703297,49.05566415712495,328,True,54181
2019-01-05,P001,58,TV,2.3642668371977926,Fall,1.1,64.05635055656505,0.05058508185243462,58.18816372556007,417,True,72315
2019-01-05,P005,120,Radio,1.4708087739271078,Summer,1.2,81.7544107156906,0.08760286840230289,78.95805049333161,346,False,76152
2019-01-05,P004,111,Email,1.1341196375507776,Summer,1.2,72.97578180851134,0.1597876405441644,67.90002840900914,413,False,61973
2019-01-05,P004,62,None,1.0,Spring,1.0,34.824657979744956,0.05097744041310529,29.068550906687165,440,True,34117
2019-01-05,P001,178,TV,1.9726427932582653,Fall,1.1,52.17997248163499,0.14608748007330627,50.92287524405674,331,True,123051
2019-01-05,P005,159,TV,1.9813648959998889,Spring,1.0,46.59475947960382,0.13203777831702307,45.44092710264208,285,True,87900
2019-01-05,P005,105,Radio,1.5154938402359206,Summer,1.2,45.435910228086094,0.12011457230856645,40.595327885393,334,False,69089
2019-01-05,P004,124,Email,1.086174808416174,Spring,1.0,67.73936592715225,0.07279936478733809,62.90954724170349,92,True,13608
2019-01-05,P005,114,Social Media,1.5258739570835789,Summer,1.2,59.18236475218139,0.0583851879862624,53.45269670422095,313,False,74926
2019-01-05,P003,53,None,1.0,Spring,1.0,96.30448947025896,0.06001509011150962,88.9955278329739,403,True,23898
2019-01-05,P004,142,Social Media,1.2607181954609947,Spring,1.0,72.26725643921395,0.159223053080984,63.35097860489303,140,False,26442
2019-01-05,P005,95,Social Media,1.4969973682886946,Summer,1.2,49.67288501121142,0.1291791159374491,45.57397264901928,148,False,26370
2019-01-05,P005,69,Radio,1.4403748723087597,Fall,1.1,98.17072737884683,0.1991788455479328,94.25667512055574,57,True,5717
2019-01-05,P001,190,Radio,1.412070496448748,Winter,0.8,55.384502792722415,0.14902166597015493,45.54101130748605,99,True,24189
2019-01-05,P002,195,Email,1.401212133142847,Winter,0.8,91.09729965088005,0.09181831198566215,85.78545273081971,93,False,21565
2019-01-05,P004,83,Radio,1.128635322845726,Summer,1.2,76.66948140463171,0.153931618886186,74.20937218139288,308,True,33290
2019-01-05,P002,52,None,1.0,Spring,1.0,92.90255629256589,0.1872411012481488,89.78656716710724,273,True,13132
2019-01-05,P005,156,TV,1.7328536934974075,Summer,1.2,77.91458186918958,0.18196136771561633,73.32105706233,208,True,64518
2019-01-05,P001,122,Social Media,1.2301003628513774,Winter,0.8,62.330314705368046,0.15575269544690104,55.12062292383887,387,False,48792
2019-01-05,P003,100,Radio,1.211586770496258,Summer,1.2,88.80958562324591,0.1931084274262152,84.73074871401037,250,True,33814
2019-01-05,P004,147,Social Media,1.6809599235530839,Fall,1.1,82.14463581804833,0.1610448701375679,75.82155156233772,350,False,95115
2019-01-05,P001,114,Social Media,1.2211467039537673,Fall,1.1,67.41760662012334,0.05886410874040689,66.39138730518434,385,False,61977
2019-01-06,P001,114,Email,1.0466126578143644,Summer,1.2,61.44475848595822,0.14271389669599366,58.46198191728165,341,True,48390
2019-01-06,P004,103,Email,1.0344401999267427,Winter,0.8,70.20066984573596,0.08392103101859108,60.80395742898145,188,True,18643
2019-01-06,P005,135,Social Media,1.4195401137083952,Spring,1.0,94.08552339968938,0.10290005439497076,85.54591382754319,355,False,73835
2019-01-06,P002,56,Social Media,1.591489185947161,Summer,1.2,31.482187772959882,0.11369957740481075,24.627644367849626,135,True,17993
2019-01-06,P004,97,None,1.0,Winter,0.8,41.63105275076674,0.18183683282606983,34.217875889541595,319,True,27104
2019-01-06,P001,161,Social Media,1.5753539911283445,Fall,1.1,37.29317418911143,0.08678069698366599,35.68855143474625,421,False,123295
2019-01-06,P005,120,TV,1.9738289435264385,Spring,1.0,68.99410336306086,0.1810917953118955,66.92617952055744,84,False,18476
2019-01-06,P005,164,None,1.0,Summer,1.2,72.15028573978611,0.17867934736559382,62.18568888168116,489,False,100875
2019-01-06,P004,90,Social Media,1.268549244974397,Summer,1.2,99.35915171016512,0.17104629417424405,94.63693075689832,378,True,49578
2019-01-06,P002,136,Social Media,1.4974222036013092,Summer,1.2,78.86537534280227,0.08285194931354739,73.21866644354574,115,False,30539
2019-01-06,P004,155,Email,1.2565016556392619,Fall,1.1,64.73811145440244,0.1899586790384089,62.69334652600329,292,False,57558
2019-01-06,P005,110,Email,1.0593664353763481,Winter,0.8,77.22428112795004,0.13780046114868066,72.07090372736388,226,False,21410
2019-01-06,P003,52,Email,1.0961451056077585,Summer,1.2,99.30524340153887,0.06751809639632905,93.30866667263368,35,True,2613
2019-01-06,P001,156,Email,1.1396221978917997,Winter,0.8,95.97768860760405,0.08876193706334191,92.13495965161766,379,True,56284
2019-01-06,P002,117,Radio,1.163917968846885,Summer,1.2,65.9201736715688,0.07760858472438412,62.887913585201936,134,True,23289
2019-01-06,P002,77,TV,1.7926924830942885,Fall,1.1,52.44321445230713,0.19639676106562493,49.70582636017128,190,False,26906
2019-01-06,P005,120,TV,2.353077088670136,Winter,0.8,91.25533571406592,0.18144198245626708,84.57123648456619,346,True,75938
2019-01-06,P002,123,Radio,1.4181567415337508,Summer,1.2,31.525749439771698,0.15824171590692143,26.88971387017513,380,False,86348
2019-01-06,P001,83,Email,1.1303151136443719,Fall,1.1,86.14663696793627,0.11839136489916878,81.68166587983457,277,False,29236
2019-01-06,P004,115,None,1.0,Spring,1.0,42.26671846072315,0.07483366135966783,36.43157046435077,98,True,13306
2019-01-06,P002,80,Radio,1.3709120203690948,Winter,0.8,88.44525948085024,0.09938268067374326,83.90997495900602,274,False,25103
2019-01-06,P002,89,None,1.0,Fall,1.1,99.33728320538461,0.06236965188580607,89.59425183364444,133,True,14889
2019-01-06,P003,52,None,1.0,Spring,1.0,85.31121275983334,0.06566867244945221,79.00790713780114,235,True,13561
2019-01-06,P002,96,None,1.0,Spring,1.0,57.469686967475084,0.09223611460955558,48.28375630147823,146,False,16658
2019-01-06,P001,86,Radio,1.2204542334633137,Summer,1.2,36.70927803969743,0.10983245820831616,33.247911397654214,418,False,56918
2019-01-06,P003,157,Radio,1.0879049930521953,Winter,0.8,90.16651648305142,0.14363052548529864,88.910619794317,319,True,41640
2019-01-06,P005,111,Radio,1.40561203081175,Winter,0.8,66.59260805178491,0.08714448857742071,59.571052696751,80,True,11208
2019-01-07,P004,77,None,1.0,Spring,1.0,58.19465504857231,0.11981634848973599,52.711406080819486,395,True,32511
2019-01-07,P004,153,Radio,1.442708315338952,Summer,1.2,49.94591630119884,0.1302661411746699,42.33153525249041,23,False,6876
2019-01-07,P004,168,None,1.0,Spring,1.0,83.50044284306412,0.16574450523365974,79.91400913518724,384,False,61858
2019-01-07,P002,81,None,1.0,Spring,1.0,37.82273199298476,0.15941672798870507,28.600603805532586,217,False,21492
2019-01-07,P005,197,TV,2.0523150274340827,Spring,1.0,35.72694790617217,0.1705229562961127,28.79342753701674,114,False,52181
2019-01-07,P004,130,Radio,1.1634644231385356,Spring,1.0,83.4264408543635,0.05102002137035383,75.36344186253483,337,False,58900
2019-01-07,P004,77,Social Media,1.2926840093839012,Spring,1.0,76.5129380955502,0.16676426200448446,74.16907827601057,50,True,4705
2019-01-07,P002,53,Email,1.4098925842226955,Summer,1.2,48.2622763041909,0.08699936880362985,42.89002162459508,319,False,32325
2019-01-07,P003,52,Radio,1.2058232354223748,Winter,0.8,78.63182195148705,0.18198104444578223,70.24551823825843,292,False,14753
2019-01-07,P004,56,TV,2.1012389700749616,Fall,1.1,36.69728960402047,0.05841302563712199,33.37399722068003,152,True,22406
2019-01-07,P002,141,Social Media,1.6951896493303784,Fall,1.1,74.63730631328016,0.09145432676676377,66.49472329683083,212,False,62527
2019-01-07,P001,113,TV,2.329611442992042,Spring,1.0,72.38711911536011,0.06308065319155406,70.32568562596887,181,False,50545
2019-01-07,P003,182,Email,1.1797838277302084,Winter,0.8,85.36968598743412,0.1662686935778461,79.62061047050823,455,False,76855
2019-01-07,P004,133,Radio,1.4074023449501007,Winter,0.8,80.60707571442398,0.19698618362154002,74.73577829106638,182,True,25965
2019-01-07,P003,79,None,1.0,Summer,1.2,50.49668091870257,0.12910725176311638,43.7279031048659,226,False,23701
2019-01-07,P001,120,Radio,1.3892730790401213,Summer,1.2,81.06741117762635,0.18364578585259173,71.64172622595278,269,False,54683
2019-01-07,P003,176,Email,1.3840808299081953,Winter,0.8,58.04262724023809,0.1336060243284768,48.996238437519935,266,True,58524
2019-01-07,P001,64,TV,1.7042686334187316,Winter,0.8,98.86173280758914,0.05487350449734487,94.35463141453631,135,False,12831
2019-01-07,P004,56,Radio,1.438719419702073,Fall,1.1,42.77137329326109,0.058656824688813225,39.906361494214735,468,False,46031
2019-01-07,P002,97,Radio,1.1915757614685432,Fall,1.1,32.34921269815468,0.11801519043899135,23.677593903672147,410,False,69095
2019-01-07,P003,182,Email,0.9961348655224197,Summer,1.2,45.77291407582413,0.05437162507093138,37.43777091503494,66,False,18261
2019-01-07,P003,86,Radio,1.0705952821663955,Summer,1.2,35.71806651911145,0.19065378221730594,30.05343391572336,78,False,9118
2019-01-07,P003,154,None,1.0,Summer,1.2,83.99034942889593,0.11133483268069136,80.56386743432871,261,False,49154
2019-01-07,P002,182,Radio,1.0675964013262755,Winter,0.8,59.471006306216964,0.16984157944433279,54.80799091082561,335,True,51597
2019-01-07,P003,92,Radio,1.1060649320750133,Spring,1.0,99.6896246586569,0.11571728530728911,93.3390835574832,223,True,23574
2019-01-07,P005,118,None,1.0,Winter,0.8,75.41148465096153,0.11644070330173922,70.08659132502613,338,False,33367
2019-01-07,P003,57,Social Media,1.2188710264335247,Fall,1.1,65.91539852360515,0.07325560737644209,62.25935306873563,341,False,28126
2019-01-07,P005,86,Radio,1.0849302722077314,Summer,1.2,34.23377421352477,0.1048288106126129,25.165319639410946,393,False,58942
2019-01-07,P001,177,Radio,1.3345336131945433,Fall,1.1,65.72800291122874,0.05935852542804056,61.10181262902802,193,True,55816
2019-01-07,P004,67,Social Media,1.642111253878989,Fall,1.1,89.40037211998214,0.11047223529691047,86.09995961292083,258,False,31723
2019-01-07,P002,127,Radio,1.341153418514873,Fall,1.1,54.15820459200858,0.17800318479507315,44.27410155868948,239,False,49527
2019-01-07,P002,196,Radio,1.437723390006728,Winter,0.8,52.62866855856715,0.14258325442023087,45.943373893890396,169,False,41161
2019-01-07,P001,143,Email,1.4119150117211035,Spring,1.0,91.65060237239194,0.19462972610609763,85.50766506192791,488,False,93558
2019-01-07,P001,129,Social Media,1.6910895844854337,Spring,1.0,56.27580595029467,0.1580611056799745,52.81393537581133,299,True,64368
2019-01-07,P002,127,Radio,1.0438466637561414,Spring,1.0,40.249291704117766,0.17929220645256655,34.61372722046583,434,True,60397
