Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Day,Revenue,Inventory Group,Price Difference,Relative Price Difference,Relative Price Difference %,Price Position
2022-01-01,S001,P0011,Furniture,North,215,51,142,156.34,0,Snowy,0,188.96,Winter,0,64,2022,1,1,7973.34,"(183.0, 287.0]",-32.620000000000005,-0.1726291278577477,-17.26291278577477,Cheaper than Competitor
2022-01-01,S001,P0012,Groceries,North,289,121,215,84.48,0,Snowy,0,92.02,Winter,0,104,2022,1,1,10222.08,"(287.0, 460.0]",-7.539999999999992,-0.08193870897630942,-8.193870897630942,Cheaper than Competitor
2022-01-01,S001,P0013,Toys,North,279,113,0,33.1,5,Snowy,0,39.11,Winter,0,110,2022,1,1,3553.285,"(183.0, 287.0]",-6.009999999999998,-0.15366913832779336,-15.366913832779336,Cheaper than Competitor
2022-01-01,S001,P0014,Groceries,North,252,121,479,80.13,10,Snowy,1,92.24,Winter,0,165,2022,1,1,8726.157,"(183.0, 287.0]",-12.11,-0.13128794449262793,-13.128794449262793,Cheaper than Competitor
2022-01-01,S001,P0015,Toys,North,119,55,74,14.39,5,Snowy,0,13.59,Winter,0,64,2022,1,1,751.8775,"(-0.001, 123.0]",0.8000000000000007,0.058866813833701306,5.886681383370131,More Expensive than Competitor
2022-01-01,S001,P0016,Groceries,North,103,78,372,38.79,10,Snowy,0,35.14,Winter,0,115,2022,1,1,2723.058,"(-0.001, 123.0]",3.6499999999999986,0.10387023335230502,10.387023335230502,More Expensive than Competitor
2022-01-01,S001,P0017,Toys,North,128,59,0,21.21,0,Snowy,0,22.73,Winter,0,75,2022,1,1,1251.39,"(123.0, 183.0]",-1.5199999999999996,-0.06687197536295643,-6.687197536295643,Cheaper than Competitor
2022-01-01,S001,P0018,Groceries,North,281,78,0,54.4,5,Snowy,0,54.1,Winter,0,66,2022,1,1,4031.0399999999995,"(183.0, 287.0]",0.29999999999999716,0.005545286506469448,0.5545286506469448,Similar to Competitor
2022-01-01,S001,P0019,Furniture,North,281,61,0,95.56,10,Snowy,0,103.05,Winter,0,58,2022,1,1,5246.244,"(183.0, 287.0]",-7.489999999999995,-0.07268316351285779,-7.26831635128578,Cheaper than Competitor
2022-01-01,S001,P0020,Furniture,North,266,36,0,100.47,5,Snowy,0,115.24,Winter,0,43,2022,1,1,3436.074,"(183.0, 287.0]",-14.769999999999996,-0.12816730301978477,-12.816730301978478,Cheaper than Competitor
2022-01-01,S002,P0001,Groceries,South,102,102,331,90.89,0,Cloudy,0,81.87,Winter,0,118,2022,1,1,9270.78,"(-0.001, 123.0]",9.019999999999996,0.11017466715524607,11.017466715524607,More Expensive than Competitor
2022-01-01,S002,P0002,Toys,South,193,119,192,25.68,25,Cloudy,1,30.95,Winter,0,105,2022,1,1,2291.94,"(183.0, 287.0]",-5.27,-0.1702746365105008,-17.027463651050077,Cheaper than Competitor
2022-01-01,S002,P0003,Groceries,South,187,167,596,95.17,10,Cloudy,1,84.24,Winter,0,171,2022,1,1,14304.051,"(183.0, 287.0]",10.930000000000007,0.1297483380816715,12.97483380816715,More Expensive than Competitor
2022-01-01,S002,P0004,Groceries,South,160,111,339,39.54,10,Cloudy,0,46.57,Winter,0,110,2022,1,1,3950.046,"(123.0, 183.0]",-7.030000000000001,-0.1509555507837664,-15.095555078376641,Cheaper than Competitor
2022-01-01,S002,P0005,Electronics,South,155,103,334,92.35,0,Cloudy,0,104.72,Winter,0,94,2022,1,1,9512.05,"(123.0, 183.0]",-12.370000000000005,-0.11812452253628729,-11.812452253628729,Cheaper than Competitor
2022-01-01,S002,P0006,Clothing,South,198,79,0,64.0,5,Cloudy,0,57.37,Winter,0,88,2022,1,1,4803.2,"(183.0, 287.0]",6.630000000000003,0.11556562663412939,11.55656266341294,More Expensive than Competitor
2022-01-01,S002,P0007,Toys,South,233,89,226,25.47,10,Cloudy,0,30.08,Winter,0,93,2022,1,1,2040.147,"(183.0, 287.0]",-4.609999999999999,-0.15325797872340424,-15.325797872340424,Cheaper than Competitor
2022-01-01,S002,P0008,Groceries,South,124,124,99,25.63,5,Cloudy,0,29.79,Winter,0,112,2022,1,1,3019.214,"(123.0, 183.0]",-4.16,-0.13964417589795233,-13.964417589795234,Cheaper than Competitor
2022-01-01,S002,P0009,Groceries,South,131,131,260,64.84,10,Cloudy,0,68.68,Winter,0,145,2022,1,1,7644.636000000001,"(123.0, 183.0]",-3.8400000000000034,-0.05591147350029125,-5.591147350029125,Cheaper than Competitor
2022-01-01,S002,P0010,Groceries,South,242,118,194,117.17,5,Cloudy,0,106.37,Winter,0,195,2022,1,1,13134.757,"(183.0, 287.0]",10.799999999999997,0.10153238695120802,10.153238695120802,More Expensive than Competitor
2022-01-01,S002,P0011,Groceries,South,206,49,191,84.71,10,Cloudy,0,76.07,Winter,0,79,2022,1,1,3735.7110000000002,"(183.0, 287.0]",8.64,0.11357959773892469,11.35795977389247,More Expensive than Competitor
2022-01-01,S002,P0012,Electronics,South,197,78,413,78.86,0,Cloudy,0,69.84,Winter,0,122,2022,1,1,6151.08,"(183.0, 287.0]",9.019999999999996,0.1291523482245131,12.91523482245131,More Expensive than Competitor
2022-01-01,S002,P0013,Groceries,South,152,93,331,21.76,10,Cloudy,0,21.12,Winter,0,109,2022,1,1,1821.3120000000001,"(123.0, 183.0]",0.6400000000000006,0.030303030303030328,3.030303030303033,Similar to Competitor
2022-01-01,S002,P0014,Electronics,South,153,69,289,100.18,10,Cloudy,1,108.96,Winter,0,63,2022,1,1,6221.178,"(123.0, 183.0]",-8.779999999999987,-0.08058002936857551,-8.058002936857552,Cheaper than Competitor
2022-01-01,S002,P0015,Clothing,South,106,70,457,65.19,10,Cloudy,0,64.23,Winter,0,96,2022,1,1,4106.97,"(-0.001, 123.0]",0.9599999999999937,0.01494628678187753,1.494628678187753,Similar to Competitor
2022-01-01,S002,P0016,Clothing,South,113,113,323,111.87,5,Cloudy,0,118.76,Winter,0,194,2022,1,1,12009.2445,"(-0.001, 123.0]",-6.890000000000001,-0.058016167059616035,-5.801616705961603,Cheaper than Competitor
2022-01-01,S002,P0017,Toys,South,153,72,196,18.89,5,Cloudy,0,18.27,Winter,0,65,2022,1,1,1292.0759999999998,"(123.0, 183.0]",0.620000000000001,0.03393541324575813,3.393541324575813,Similar to Competitor
2022-01-01,S002,P0018,Clothing,South,126,69,86,27.67,0,Cloudy,0,26.08,Winter,0,79,2022,1,1,1909.23,"(123.0, 183.0]",1.5900000000000034,0.06096625766871179,6.096625766871179,More Expensive than Competitor
2022-01-01,S002,P0019,Clothing,South,164,82,391,83.09,10,Cloudy,0,74.12,Winter,0,96,2022,1,1,6132.042,"(123.0, 183.0]",8.969999999999999,0.12101996762007552,12.101996762007552,More Expensive than Competitor
2022-01-01,S002,P0020,Furniture,South,126,43,132,125.8,0,Cloudy,0,110.88,Winter,0,53,2022,1,1,5409.4,"(123.0, 183.0]",14.920000000000002,0.13455988455988457,13.455988455988457,More Expensive than Competitor
2022-01-01,S003,P0001,Toys,East,182,109,193,16.85,10,Sunny,0,15.48,Winter,0,112,2022,1,1,1652.9850000000001,"(123.0, 183.0]",1.370000000000001,0.08850129198966414,8.850129198966414,More Expensive than Competitor
2022-01-01,S003,P0002,Groceries,East,290,56,236,50.42,10,Sunny,1,45.94,Winter,0,82,2022,1,1,2541.168,"(287.0, 460.0]",4.480000000000004,0.09751850239442761,9.75185023944276,More Expensive than Competitor
2022-01-01,S003,P0003,Electronics,East,122,122,127,83.17,20,Sunny,1,72.09,Winter,0,126,2022,1,1,8117.392,"(-0.001, 123.0]",11.079999999999998,0.15369676792897763,15.369676792897764,More Expensive than Competitor
2022-01-01,S003,P0004,Groceries,East,203,122,518,26.29,5,Sunny,0,30.05,Winter,0,158,2022,1,1,3047.011,"(183.0, 287.0]",-3.7600000000000016,-0.1251247920133112,-12.51247920133112,Cheaper than Competitor
2022-01-01,S003,P0005,Toys,East,253,40,212,19.8,5,Sunny,0,17.3,Winter,0,57,2022,1,1,752.4,"(183.0, 287.0]",2.5,0.1445086705202312,14.45086705202312,More Expensive than Competitor
2022-01-01,S003,P0006,Toys,East,227,106,0,44.64,0,Sunny,0,50.46,Winter,0,136,2022,1,1,4731.84,"(183.0, 287.0]",-5.82,-0.11533888228299644,-11.533888228299643,Cheaper than Competitor
2022-01-01,S003,P0007,Groceries,East,247,123,552,18.65,0,Sunny,0,21.62,Winter,0,142,2022,1,1,2293.95,"(183.0, 287.0]",-2.9700000000000024,-0.1373728029602221,-13.737280296022211,Cheaper than Competitor
2022-01-01,S003,P0008,Clothing,East,297,61,0,113.01,0,Sunny,0,126.44,Winter,0,89,2022,1,1,6893.610000000001,"(287.0, 460.0]",-13.429999999999993,-0.10621638721923436,-10.621638721923436,Cheaper than Competitor
2022-01-01,S003,P0009,Groceries,East,226,96,0,56.32,5,Sunny,0,66.33,Winter,0,126,2022,1,1,5136.384,"(183.0, 287.0]",-10.009999999999998,-0.1509121061359867,-15.09121061359867,Cheaper than Competitor
2022-01-01,S003,P0010,Groceries,East,167,70,127,36.21,10,Sunny,0,39.87,Winter,0,106,2022,1,1,2281.2300000000005,"(123.0, 183.0]",-3.6599999999999966,-0.09179834462001497,-9.179834462001498,Cheaper than Competitor
2022-01-01,S003,P0011,Electronics,East,159,157,293,131.16,10,Sunny,0,139.75,Winter,0,149,2022,1,1,18532.908,"(123.0, 183.0]",-8.590000000000003,-0.061466905187835444,-6.1466905187835446,Cheaper than Competitor
2022-01-01,S003,P0012,Furniture,East,126,58,131,105.94,0,Sunny,0,103.35,Winter,0,80,2022,1,1,6144.5199999999995,"(123.0, 183.0]",2.5900000000000034,0.025060474117077926,2.5060474117077924,Similar to Competitor
2022-01-01,S003,P0013,Groceries,East,105,105,743,86.78,10,Sunny,0,78.8,Winter,0,176,2022,1,1,8200.71,"(-0.001, 123.0]",7.980000000000004,0.10126903553299497,10.126903553299497,More Expensive than Competitor
2022-01-01,S003,P0014,Groceries,East,271,27,0,61.69,25,Sunny,1,53.36,Winter,0,44,2022,1,1,1249.2224999999999,"(183.0, 287.0]",8.329999999999998,0.1561094452773613,15.610944527736129,More Expensive than Competitor
2022-01-01,S003,P0015,Groceries,East,166,131,500,98.46,10,Sunny,0,104.52,Winter,0,133,2022,1,1,11608.434,"(123.0, 183.0]",-6.060000000000002,-0.05797933409873711,-5.7979334098737105,Cheaper than Competitor
2022-01-01,S003,P0016,Electronics,East,292,80,0,94.11,10,Sunny,0,107.33,Winter,0,108,2022,1,1,6775.92,"(287.0, 460.0]",-13.219999999999999,-0.12317152706605794,-12.317152706605794,Cheaper than Competitor
2022-01-01,S003,P0017,Furniture,East,204,53,380,112.23,10,Sunny,0,133.9,Winter,0,82,2022,1,1,5353.371000000001,"(183.0, 287.0]",-21.67,-0.1618371919342793,-16.18371919342793,Cheaper than Competitor
2022-01-01,S003,P0018,Furniture,East,289,56,316,134.95,5,Sunny,0,125.53,Winter,0,75,2022,1,1,7179.339999999998,"(287.0, 460.0]",9.419999999999987,0.07504182267187116,7.504182267187116,More Expensive than Competitor
2022-01-01,S003,P0019,Groceries,East,201,109,0,59.71,0,Sunny,0,70.74,Winter,0,123,2022,1,1,6508.39,"(183.0, 287.0]",-11.029999999999994,-0.1559230986711902,-15.59230986711902,Cheaper than Competitor
2022-01-01,S003,P0020,Clothing,East,250,41,270,65.81,5,Sunny,0,57.66,Winter,0,61,2022,1,1,2563.2995,"(183.0, 287.0]",8.150000000000006,0.14134582032604937,14.134582032604936,More Expensive than Competitor
2022-01-01,S004,P0001,Groceries,West,215,85,287,10.47,0,Snowy,0,11.51,Winter,0,81,2022,1,1,889.95,"(183.0, 287.0]",-1.0399999999999991,-0.0903562119895742,-9.03562119895742,Cheaper than Competitor
2022-01-01,S004,P0002,Groceries,West,283,67,0,19.12,10,Snowy,1,20.62,Winter,0,112,2022,1,1,1152.936,"(183.0, 287.0]",-1.5,-0.07274490785645005,-7.274490785645005,Cheaper than Competitor
2022-01-01,S004,P0003,Furniture,West,161,92,407,134.16,20,Snowy,1,117.74,Winter,0,114,2022,1,1,9874.176,"(123.0, 183.0]",16.42,0.13945982673687787,13.945982673687787,More Expensive than Competitor
2022-01-01,S004,P0004,Groceries,West,168,88,252,51.64,0,Snowy,0,57.32,Winter,0,86,2022,1,1,4544.32,"(123.0, 183.0]",-5.68,-0.09909281228192603,-9.909281228192603,Cheaper than Competitor
2022-01-01,S004,P0005,Clothing,West,289,197,0,89.23,10,Snowy,0,77.73,Winter,0,183,2022,1,1,15820.479000000001,"(287.0, 460.0]",11.5,0.1479480252154895,14.79480252154895,More Expensive than Competitor
2022-01-01,S004,P0006,Groceries,West,206,48,162,35.33,0,Snowy,0,34.77,Winter,0,73,2022,1,1,1695.84,"(183.0, 287.0]",0.5599999999999952,0.016105838366407683,1.6105838366407683,Similar to Competitor
2022-01-01,S004,P0007,Groceries,West,185,43,253,24.34,5,Snowy,0,26.46,Winter,0,65,2022,1,1,994.2889999999999,"(183.0, 287.0]",-2.120000000000001,-0.08012093726379445,-8.012093726379446,Cheaper than Competitor
2022-01-01,S004,P0008,Furniture,West,281,59,0,100.64,0,Snowy,0,118.02,Winter,0,80,2022,1,1,5937.76,"(183.0, 287.0]",-17.379999999999995,-0.14726317573292658,-14.726317573292658,Cheaper than Competitor
2022-01-01,S004,P0009,Clothing,West,206,106,299,110.47,5,Snowy,0,122.04,Winter,0,98,2022,1,1,11124.329,"(183.0, 287.0]",-11.570000000000007,-0.09480498197312362,-9.480498197312363,Cheaper than Competitor
2022-01-01,S004,P0010,Groceries,West,223,120,597,30.02,0,Snowy,0,29.15,Winter,0,128,2022,1,1,3602.4,"(183.0, 287.0]",0.870000000000001,0.029845626072041203,2.9845626072041203,Similar to Competitor
2022-01-01,S004,P0011,Clothing,West,195,60,293,52.89,0,Snowy,0,62.29,Winter,0,61,2022,1,1,3173.4,"(183.0, 287.0]",-9.399999999999999,-0.15090704768020546,-15.090704768020547,Cheaper than Competitor
2022-01-01,S004,P0012,Electronics,West,111,111,113,118.15,0,Snowy,0,133.46,Winter,0,103,2022,1,1,13114.650000000001,"(-0.001, 123.0]",-15.310000000000002,-0.11471601978120786,-11.471601978120786,Cheaper than Competitor
2022-01-01,S004,P0013,Groceries,West,136,104,385,20.24,10,Snowy,0,18.9,Winter,0,110,2022,1,1,1894.4640000000002,"(123.0, 183.0]",1.3399999999999999,0.07089947089947089,7.089947089947089,More Expensive than Competitor
2022-01-01,S004,P0014,Furniture,West,110,52,122,148.46,10,Snowy,1,178.25,Winter,0,70,2022,1,1,6947.928,"(-0.001, 123.0]",-29.789999999999992,-0.16712482468443193,-16.712482468443195,Cheaper than Competitor
2022-01-01,S004,P0015,Furniture,West,249,42,0,86.47,5,Snowy,0,81.87,Winter,0,44,2022,1,1,3450.153,"(183.0, 287.0]",4.599999999999994,0.05618663735189928,5.618663735189928,More Expensive than Competitor
2022-01-01,S004,P0016,Furniture,West,155,74,218,110.39,10,Snowy,0,101.16,Winter,0,71,2022,1,1,7351.974,"(123.0, 183.0]",9.230000000000004,0.09124159746935552,9.124159746935552,More Expensive than Competitor
2022-01-01,S004,P0017,Clothing,West,232,65,0,84.83,10,Snowy,0,94.7,Winter,0,85,2022,1,1,4962.555,"(183.0, 287.0]",-9.870000000000005,-0.10422386483632529,-10.422386483632529,Cheaper than Competitor
2022-01-01,S004,P0018,Furniture,West,165,64,0,141.31,10,Snowy,0,150.73,Winter,0,67,2022,1,1,8139.456,"(123.0, 183.0]",-9.419999999999987,-0.062495853512903786,-6.249585351290379,Cheaper than Competitor
2022-01-01,S004,P0019,Clothing,West,146,125,103,56.86,10,Snowy,0,64.61,Winter,0,111,2022,1,1,6396.75,"(123.0, 183.0]",-7.75,-0.11995047206314811,-11.995047206314812,Cheaper than Competitor
2022-01-01,S004,P0020,Furniture,West,290,52,0,124.97,10,Snowy,0,110.39,Winter,0,76,2022,1,1,5848.596,"(287.0, 460.0]",14.579999999999998,0.1320771809040674,13.20771809040674,More Expensive than Competitor
2022-01-01,S005,P0001,Groceries,North,182,75,198,11.46,5,Snowy,0,9.92,Winter,0,84,2022,1,1,816.5250000000001,"(123.0, 183.0]",1.540000000000001,0.15524193548387105,15.524193548387105,More Expensive than Competitor
2022-01-01,S005,P0002,Electronics,North,131,131,474,48.68,10,Snowy,1,51.85,Winter,0,186,2022,1,1,5739.372,"(123.0, 183.0]",-3.1700000000000017,-0.061137897782063674,-6.1137897782063675,Cheaper than Competitor
2022-01-01,S005,P0003,Toys,North,247,145,0,29.57,20,Snowy,1,26.3,Winter,0,143,2022,1,1,3430.12,"(183.0, 287.0]",3.2699999999999996,0.12433460076045626,12.433460076045625,More Expensive than Competitor
2022-01-01,S005,P0004,Groceries,North,195,143,114,7.45,10,Snowy,0,8.33,Winter,0,121,2022,1,1,958.8150000000002,"(183.0, 287.0]",-0.8799999999999999,-0.10564225690276109,-10.564225690276109,Cheaper than Competitor
2022-01-01,S005,P0005,Groceries,North,187,126,344,20.02,0,Snowy,0,18.12,Winter,0,148,2022,1,1,2522.52,"(183.0, 287.0]",1.8999999999999986,0.10485651214128026,10.485651214128026,More Expensive than Competitor
2022-01-01,S005,P0006,Groceries,North,280,59,300,53.49,5,Snowy,0,52.34,Winter,0,67,2022,1,1,2998.1145,"(183.0, 287.0]",1.1499999999999986,0.02197172334734426,2.197172334734426,Similar to Competitor
2022-01-01,S005,P0007,Groceries,North,297,74,0,82.73,0,Snowy,0,79.8,Winter,0,85,2022,1,1,6122.02,"(287.0, 460.0]",2.930000000000007,0.03671679197994996,3.671679197994996,Similar to Competitor
2022-01-01,S005,P0008,Groceries,North,229,165,0,73.42,0,Snowy,0,84.61,Winter,0,149,2022,1,1,12114.300000000001,"(183.0, 287.0]",-11.189999999999998,-0.13225387070086275,-13.225387070086276,Cheaper than Competitor
2022-01-01,S005,P0009,Groceries,North,270,59,268,94.75,0,Snowy,0,112.34,Winter,0,94,2022,1,1,5590.25,"(183.0, 287.0]",-17.590000000000003,-0.15657824461456296,-15.657824461456297,Cheaper than Competitor
2022-01-01,S005,P0010,Groceries,North,132,132,436,70.86,0,Snowy,0,63.54,Winter,0,136,2022,1,1,9353.52,"(123.0, 183.0]",7.32,0.11520302171860246,11.520302171860246,More Expensive than Competitor
2022-01-01,S005,P0011,Electronics,North,220,17,0,62.12,0,Snowy,0,55.78,Winter,0,15,2022,1,1,1056.04,"(183.0, 287.0]",6.339999999999996,0.11366081032628175,11.366081032628175,More Expensive than Competitor
2022-01-01,S005,P0012,Furniture,North,230,71,371,133.86,5,Snowy,0,118.2,Winter,0,84,2022,1,1,9028.857,"(183.0, 287.0]",15.66000000000001,0.13248730964467015,13.248730964467015,More Expensive than Competitor
2022-01-01,S005,P0013,Groceries,North,145,82,328,71.03,10,Snowy,0,78.02,Winter,0,116,2022,1,1,5242.014,"(123.0, 183.0]",-6.989999999999995,-0.08959241220199943,-8.959241220199942,Cheaper than Competitor
2022-01-01,S005,P0014,Furniture,North,193,63,219,161.18,10,Snowy,1,156.66,Winter,0,82,2022,1,1,9138.906,"(183.0, 287.0]",4.52000000000001,0.028852291586876102,2.88522915868761,Similar to Competitor
2022-01-01,S005,P0015,Groceries,North,132,108,203,44.36,10,Snowy,0,52.84,Winter,0,93,2022,1,1,4311.792,"(123.0, 183.0]",-8.480000000000004,-0.16048448145344443,-16.048448145344445,Cheaper than Competitor
2022-01-01,S005,P0016,Toys,North,131,59,191,32.84,0,Snowy,0,39.5,Winter,0,76,2022,1,1,1937.5600000000002,"(123.0, 183.0]",-6.659999999999997,-0.16860759493670877,-16.860759493670876,Cheaper than Competitor
2022-01-01,S005,P0017,Toys,North,159,89,73,33.04,10,Snowy,0,37.53,Winter,0,88,2022,1,1,2646.504,"(123.0, 183.0]",-4.490000000000002,-0.11963762323474558,-11.963762323474558,Cheaper than Competitor
2022-01-01,S005,P0018,Clothing,North,245,68,0,22.41,0,Snowy,0,22.24,Winter,0,88,2022,1,1,1523.88,"(183.0, 287.0]",0.1700000000000017,0.007643884892086408,0.7643884892086408,Similar to Competitor
2022-01-01,S005,P0019,Furniture,North,202,42,0,119.15,10,Snowy,0,102.4,Winter,0,47,2022,1,1,4503.87,"(183.0, 287.0]",16.75,0.16357421875,16.357421875,More Expensive than Competitor
2022-01-01,S005,P0020,Toys,North,131,79,105,28.66,10,Snowy,0,34.32,Winter,0,104,2022,1,1,2037.7259999999999,"(123.0, 183.0]",-5.66,-0.1649184149184149,-16.49184149184149,Cheaper than Competitor
2022-01-02,S001,P0001,Electronics,North,93,71,0,65.63,5,Snowy,0,73.66,Winter,0,84,2022,1,2,4426.7435,"(-0.001, 123.0]",-8.030000000000001,-0.10901439044257401,-10.901439044257401,Cheaper than Competitor
2022-01-02,S001,P0002,Clothing,North,249,116,0,74.44,10,Snowy,0,87.66,Winter,0,175,2022,1,2,7771.535999999999,"(183.0, 287.0]",-13.219999999999999,-0.15080994752452656,-15.080994752452655,Cheaper than Competitor
2022-01-02,S001,P0003,Clothing,North,133,130,0,66.15,0,Snowy,0,74.15,Winter,0,156,2022,1,2,8599.5,"(123.0, 183.0]",-8.0,-0.1078894133513149,-10.78894133513149,Cheaper than Competitor
2022-01-02,S001,P0004,Electronics,North,94,82,183,91.64,10,Snowy,0,105.17,Winter,0,78,2022,1,2,6763.032,"(-0.001, 123.0]",-13.530000000000001,-0.12864885423599887,-12.864885423599887,Cheaper than Competitor
2022-01-02,S001,P0005,Groceries,North,87,87,487,63.35,0,Snowy,0,61.2,Winter,0,103,2022,1,2,5511.45,"(-0.001, 123.0]",2.1499999999999986,0.03513071895424834,3.513071895424834,Similar to Competitor
2022-01-02,S001,P0006,Toys,North,149,77,172,36.93,5,Snowy,0,32.24,Winter,0,65,2022,1,2,2701.4295,"(123.0, 183.0]",4.689999999999998,0.14547146401985103,14.547146401985103,More Expensive than Competitor
2022-01-02,S001,P0007,Groceries,North,37,37,497,27.22,0,Snowy,0,31.11,Winter,0,127,2022,1,2,1007.14,"(-0.001, 123.0]",-3.8900000000000006,-0.12504018000642883,-12.504018000642883,Cheaper than Competitor
2022-01-02,S001,P0008,Electronics,North,202,37,0,37.38,5,Snowy,0,42.34,Winter,0,58,2022,1,2,1313.9070000000002,"(183.0, 287.0]",-4.960000000000001,-0.11714690599905528,-11.714690599905527,Cheaper than Competitor
2022-01-02,S001,P0009,Clothing,North,166,133,107,93.21,10,Snowy,0,83.66,Winter,0,126,2022,1,2,11157.237,"(123.0, 183.0]",9.549999999999997,0.11415252211331577,11.415252211331577,More Expensive than Competitor
2022-01-02,S001,P0010,Furniture,North,122,105,498,129.03,10,Snowy,1,139.76,Winter,0,107,2022,1,2,12193.335,"(-0.001, 123.0]",-10.72999999999999,-0.0767744705208929,-7.677447052089289,Cheaper than Competitor
2022-01-02,S001,P0011,Furniture,North,164,152,264,175.19,10,Snowy,1,187.65,Winter,0,130,2022,1,2,23965.992000000002,"(123.0, 183.0]",-12.460000000000008,-0.06640021316280313,-6.640021316280313,Cheaper than Competitor
2022-01-02,S001,P0012,Groceries,North,168,168,397,96.27,10,Snowy,1,109.41,Winter,0,187,2022,1,2,14556.024,"(123.0, 183.0]",-13.14,-0.12009871126953661,-12.00987112695366,Cheaper than Competitor
2022-01-02,S001,P0013,Toys,North,166,73,90,32.72,10,Snowy,0,28.94,Winter,0,107,2022,1,2,2149.704,"(123.0, 183.0]",3.7799999999999976,0.13061506565307524,13.061506565307523,More Expensive than Competitor
2022-01-02,S001,P0014,Groceries,North,131,81,0,70.94,0,Snowy,0,66.18,Winter,0,75,2022,1,2,5746.139999999999,"(123.0, 183.0]",4.759999999999991,0.07192505288606815,7.1925052886068155,More Expensive than Competitor
2022-01-02,S001,P0015,Toys,North,138,117,109,15.17,10,Snowy,1,16.81,Winter,0,110,2022,1,2,1597.401,"(123.0, 183.0]",-1.6399999999999988,-0.09756097560975603,-9.756097560975602,Cheaper than Competitor
2022-01-02,S001,P0016,Groceries,North,25,25,0,35.58,0,Snowy,0,30.98,Winter,0,59,2022,1,2,889.5,"(-0.001, 123.0]",4.599999999999998,0.14848289218850863,14.848289218850862,More Expensive than Competitor
2022-01-02,S001,P0017,Toys,North,69,33,50,17.76,10,Snowy,0,16.08,Winter,0,42,2022,1,2,527.4720000000001,"(-0.001, 123.0]",1.6800000000000033,0.10447761194029873,10.447761194029873,More Expensive than Competitor
2022-01-02,S001,P0018,Groceries,North,203,172,155,66.33,10,Snowy,0,56.8,Winter,0,144,2022,1,2,10267.884,"(183.0, 287.0]",9.530000000000001,0.1677816901408451,16.77816901408451,More Expensive than Competitor
2022-01-02,S001,P0019,Furniture,North,220,35,0,93.29,10,Snowy,0,99.51,Winter,0,52,2022,1,2,2938.635,"(183.0, 287.0]",-6.219999999999999,-0.0625062807758014,-6.25062807758014,Cheaper than Competitor
2022-01-02,S001,P0020,Furniture,North,230,93,432,119.87,10,Snowy,0,111.8,Winter,0,92,2022,1,2,10033.119,"(183.0, 287.0]",8.070000000000007,0.07218246869409667,7.218246869409667,More Expensive than Competitor
