product_id,date,product_name,category,units_sold,revenue,price,discount,dataset,is_promo
P00001,2020-02-03,Wireless Earbuds,Sports & Outdoors,1,403.83549999999997,425.09,0.05,Amazon,1
P00001,2020-02-06,Wireless Earbuds,Electronics,3,458.07,152.69,0.0,Amazon,0
P00001,2020-02-08,Wireless Earbuds,Sports & Outdoors,5,518.6999999999999,109.2,0.05,Amazon,1
P00001,2020-02-09,Wireless Earbuds,Electronics,5,1275.7200000000003,318.93,0.2,Amazon,1
P00001,2020-02-11,Wireless Earbuds,Electronics,3,888.48,296.16,0.0,Amazon,0
P00001,2020-02-13,Wireless Earbuds,Books,1,438.3705,515.73,0.15,Amazon,1
P00001,2020-02-14,Wireless Earbuds,Home & Kitchen,8,3076.888,413.895,0.07500000000000001,Amazon,1
P00001,2020-02-15,Wireless Earbuds,Toys & Games,3,1787.88,595.96,0.0,Amazon,0
P00001,2020-02-16,Wireless Earbuds,Sports & Outdoors,6,2637.936,461.265,0.075,Amazon,1
P00001,2020-02-18,Wireless Earbuds,Home & Kitchen,5,2032.1299999999999,361.775,0.0,Amazon,0
P00001,2020-02-22,Wireless Earbuds,Toys & Games,1,562.34,562.34,0.0,Amazon,0
P00001,2020-02-23,Wireless Earbuds,Clothing,1,65.322,72.58,0.1,Amazon,1
P00001,2020-02-25,Wireless Earbuds,Clothing,4,1130.04,282.51,0.0,Amazon,0
P00001,2020-02-26,Wireless Earbuds,Toys & Games,3,1417.53,472.51,0.0,Amazon,0
P00001,2020-02-27,Wireless Earbuds,Sports & Outdoors,4,1799.7559999999999,473.62,0.05,Amazon,1
P00001,2020-02-29,Wireless Earbuds,Books,4,1968.7379999999998,508.81999999999994,0.07500000000000001,Amazon,1
P00001,2020-03-01,Wireless Earbuds,Toys & Games,4,1965.62,491.405,0.0,Amazon,0
P00001,2020-03-06,Wireless Earbuds,Home & Kitchen,2,727.9380000000001,404.41,0.1,Amazon,1
P00001,2020-03-07,Wireless Earbuds,Home & Kitchen,3,749.79,249.93,0.0,Amazon,0
P00001,2020-03-08,Wireless Earbuds,Books,3,486.0675,216.03,0.25,Amazon,1
P00001,2020-03-09,Wireless Earbuds,Sports & Outdoors,3,1258.2975,493.45,0.15,Amazon,1
P00001,2020-03-10,Wireless Earbuds,Clothing,9,977.4434999999999,133.32,0.225,Amazon,1
P00001,2020-03-14,Wireless Earbuds,Books,3,1025.136,379.68,0.1,Amazon,1
P00001,2020-03-15,Wireless Earbuds,Clothing,5,641.624,168.92000000000002,0.05,Amazon,1
P00001,2020-03-16,Wireless Earbuds,Books,4,275.976,76.66,0.1,Amazon,1
P00001,2020-03-19,Wireless Earbuds,Home & Kitchen,4,1315.62,359.94,0.075,Amazon,1
P00001,2020-03-20,Wireless Earbuds,Clothing,4,1818.558,534.87,0.15,Amazon,1
P00001,2020-03-21,Wireless Earbuds,Electronics,5,1269.06,251.645,0.025,Amazon,1
P00001,2020-03-22,Wireless Earbuds,Sports & Outdoors,2,674.462,354.98,0.05,Amazon,1
P00001,2020-03-23,Wireless Earbuds,Sports & Outdoors,1,376.17600000000004,470.22,0.2,Amazon,1
P00001,2020-03-24,Wireless Earbuds,Home & Kitchen,3,1213.128,577.68,0.3,Amazon,1
P00001,2020-03-25,Wireless Earbuds,Books,2,531.905,279.95,0.05,Amazon,1
P00001,2020-03-26,Wireless Earbuds,Home & Kitchen,3,266.49,98.7,0.1,Amazon,1
P00001,2020-03-28,Wireless Earbuds,Toys & Games,4,2337.0,584.25,0.0,Amazon,0
P00001,2020-03-30,Wireless Earbuds,Sports & Outdoors,3,1266.51,422.17,0.0,Amazon,0
P00001,2020-04-01,Wireless Earbuds,Clothing,9,4122.536,517.8000000000001,0.06666666666666667,Amazon,1
P00001,2020-04-04,Wireless Earbuds,Books,8,1344.442,223.91,0.025,Amazon,1
P00001,2020-04-07,Wireless Earbuds,Home & Kitchen,2,74.17500000000001,49.45,0.25,Amazon,1
P00001,2020-04-08,Wireless Earbuds,Clothing,9,3228.0640000000003,415.57000000000005,0.125,Amazon,1
P00001,2020-04-10,Wireless Earbuds,Electronics,3,465.27299999999997,182.46,0.15,Amazon,1
P00001,2020-04-12,Wireless Earbuds,Toys & Games,2,664.462,390.86,0.15,Amazon,1
P00001,2020-04-13,Wireless Earbuds,Electronics,5,561.9949999999999,160.57,0.3,Amazon,1
P00001,2020-04-15,Wireless Earbuds,Sports & Outdoors,7,2313.404,457.18,0.2,Amazon,1
P00001,2020-04-17,Wireless Earbuds,Home & Kitchen,3,504.2679999999999,188.42,0.125,Amazon,1
P00001,2020-04-18,Wireless Earbuds,Home & Kitchen,11,2264.881,194.5233333333333,0.03333333333333333,Amazon,1
P00001,2020-04-20,Wireless Earbuds,Electronics,7,1912.4564999999998,325.105,0.2,Amazon,1
P00001,2020-04-21,Wireless Earbuds,Books,3,622.146,296.26,0.3,Amazon,1
P00001,2020-04-22,Wireless Earbuds,Home & Kitchen,9,1533.8625,195.805,0.125,Amazon,1
P00001,2020-04-24,Wireless Earbuds,Electronics,4,116.69999999999999,38.9,0.25,Amazon,1
P00001,2020-04-25,Wireless Earbuds,Home & Kitchen,7,2075.7754999999997,397.6066666666666,0.13333333333333333,Amazon,1
P00001,2020-04-27,Wireless Earbuds,Home & Kitchen,4,34.36,8.59,0.0,Amazon,0
P00001,2020-04-28,Wireless Earbuds,Books,6,2490.226,359.78499999999997,0.07500000000000001,Amazon,1
P00001,2020-04-30,Wireless Earbuds,Home & Kitchen,4,1851.39,526.26,0.125,Amazon,1
P00001,2020-05-01,Wireless Earbuds,Clothing,5,996.6105,249.29,0.175,Amazon,1
P00001,2020-05-05,Wireless Earbuds,Books,3,1514.511,560.93,0.1,Amazon,1
P00001,2020-05-07,Wireless Earbuds,Home & Kitchen,4,131.904,36.64,0.1,Amazon,1
P00001,2020-05-08,Wireless Earbuds,Books,9,2316.044,265.865,0.15,Amazon,1
P00001,2020-05-09,Wireless Earbuds,Books,5,109.09500000000001,31.17,0.3,Amazon,1
P00001,2020-05-10,Wireless Earbuds,Toys & Games,3,641.712,267.38,0.2,Amazon,1
P00001,2020-05-12,Wireless Earbuds,Sports & Outdoors,8,1225.152,233.85,0.13333333333333333,Amazon,1
P00001,2020-05-13,Wireless Earbuds,Clothing,2,640.3,320.15,0.0,Amazon,0
P00001,2020-05-17,Wireless Earbuds,Clothing,1,48.82,48.82,0.0,Amazon,0
P00001,2020-05-18,Wireless Earbuds,Books,4,1713.8000000000002,429.36,0.05,Amazon,1
P00001,2020-05-19,Wireless Earbuds,Sports & Outdoors,8,2629.1899999999996,336.655,0.075,Amazon,1
P00001,2020-05-20,Wireless Earbuds,Clothing,5,261.55,52.31,0.0,Amazon,0
P00001,2020-05-22,Wireless Earbuds,Clothing,6,1219.398,219.01,0.1,Amazon,1
P00001,2020-05-24,Wireless Earbuds,Sports & Outdoors,4,1630.784,509.62,0.2,Amazon,1
P00001,2020-05-26,Wireless Earbuds,Home & Kitchen,9,1094.2355,160.63333333333333,0.06666666666666667,Amazon,1
P00001,2020-05-27,Wireless Earbuds,Home & Kitchen,7,3019.7935,490.05500000000006,0.05,Amazon,1
P00001,2020-05-28,Wireless Earbuds,Toys & Games,7,2342.9300000000003,304.79,0.0,Amazon,0
P00001,2020-05-31,Wireless Earbuds,Clothing,1,307.55,307.55,0.0,Amazon,0
P00001,2020-06-01,Wireless Earbuds,Toys & Games,11,5307.269,446.6966666666667,0.016666666666666666,Amazon,1
P00001,2020-06-03,Wireless Earbuds,Sports & Outdoors,15,3999.41,277.43666666666667,0.08333333333333333,Amazon,1
P00001,2020-06-05,Wireless Earbuds,Toys & Games,1,156.3,156.3,0.0,Amazon,0
P00001,2020-06-07,Wireless Earbuds,Electronics,1,461.29,461.29,0.0,Amazon,0
P00001,2020-06-09,Wireless Earbuds,Toys & Games,3,1190.8709999999999,426.65999999999997,0.1,Amazon,1
P00001,2020-06-10,Wireless Earbuds,Toys & Games,5,1645.2559999999999,288.5933333333333,0.016666666666666666,Amazon,1
P00001,2020-06-12,Wireless Earbuds,Electronics,2,140.67499999999998,82.75,0.15,Amazon,1
P00001,2020-06-13,Wireless Earbuds,Home & Kitchen,2,578.4480000000001,321.36,0.1,Amazon,1
P00001,2020-06-17,Wireless Earbuds,Books,4,920.6444999999999,185.17999999999998,0.07500000000000001,Amazon,1
P00001,2020-06-20,Wireless Earbuds,Books,5,1404.9,280.98,0.0,Amazon,0
P00001,2020-06-21,Wireless Earbuds,Electronics,3,625.005,245.1,0.15,Amazon,1
P00001,2020-06-22,Wireless Earbuds,Books,4,725.4,201.5,0.1,Amazon,1
P00001,2020-06-23,Wireless Earbuds,Books,4,731.2719999999999,192.44,0.05,Amazon,1
P00001,2020-06-25,Wireless Earbuds,Books,8,2428.75,335.7475,0.0875,Amazon,1
P00001,2020-06-27,Wireless Earbuds,Books,9,1813.683,195.26333333333332,0.08333333333333333,Amazon,1
P00001,2020-06-30,Wireless Earbuds,Clothing,3,471.04200000000003,174.46,0.1,Amazon,1
P00001,2020-07-04,Wireless Earbuds,Toys & Games,12,2073.23,267.27,0.18333333333333335,Amazon,1
P00001,2020-07-05,Wireless Earbuds,Books,9,2992.3459999999995,362.4433333333333,0.09999999999999999,Amazon,1
P00001,2020-07-06,Wireless Earbuds,Books,2,855.77,427.885,0.0,Amazon,0
P00001,2020-07-07,Wireless Earbuds,Books,3,513.0480000000001,213.77,0.2,Amazon,1
P00001,2020-07-08,Wireless Earbuds,Clothing,10,3063.5375,367.415,0.125,Amazon,1
P00001,2020-07-13,Wireless Earbuds,Electronics,4,1279.5854999999997,284.565,0.025,Amazon,1
P00001,2020-07-18,Wireless Earbuds,Sports & Outdoors,1,58.032000000000004,64.48,0.1,Amazon,1
P00001,2020-07-19,Wireless Earbuds,Electronics,2,346.38,173.19,0.0,Amazon,0
P00001,2020-07-20,Wireless Earbuds,Clothing,1,497.75,497.75,0.0,Amazon,0
P00001,2020-07-21,Wireless Earbuds,Clothing,5,633.407,160.07333333333335,0.11666666666666665,Amazon,1
P00001,2020-07-22,Wireless Earbuds,Books,1,315.53600000000006,394.42,0.2,Amazon,1
P00001,2020-07-23,Wireless Earbuds,Electronics,1,372.38,372.38,0.0,Amazon,0
P00001,2020-07-24,Wireless Earbuds,Toys & Games,5,403.94,85.04,0.05,Amazon,1
P00001,2020-07-25,Wireless Earbuds,Electronics,7,1966.4750000000001,240.38000000000002,0.15,Amazon,1
P00001,2020-07-27,Wireless Earbuds,Toys & Games,10,2527.202,288.3333333333333,0.06666666666666667,Amazon,1
P00001,2020-07-28,Wireless Earbuds,Electronics,2,454.157,239.03,0.05,Amazon,1
P00001,2020-07-30,Wireless Earbuds,Sports & Outdoors,3,33.1455,11.63,0.05,Amazon,1
P00001,2020-07-31,Wireless Earbuds,Clothing,4,879.016,231.32,0.05,Amazon,1
P00001,2020-08-01,Wireless Earbuds,Clothing,3,1583.316,568.77,0.07500000000000001,Amazon,1
P00001,2020-08-02,Wireless Earbuds,Electronics,9,2923.1000000000004,255.5766666666667,0.08333333333333333,Amazon,1
P00001,2020-08-04,Wireless Earbuds,Electronics,1,405.19,405.19,0.0,Amazon,0
P00001,2020-08-06,Wireless Earbuds,Clothing,3,77.382,28.66,0.1,Amazon,1
P00001,2020-08-08,Wireless Earbuds,Home & Kitchen,11,3074.1459999999997,365.08,0.05000000000000001,Amazon,1
P00001,2020-08-09,Wireless Earbuds,Electronics,4,666.66,191.725,0.175,Amazon,1
P00001,2020-08-10,Wireless Earbuds,Home & Kitchen,2,715.344,447.09,0.2,Amazon,1
P00001,2020-08-12,Wireless Earbuds,Toys & Games,13,2858.138,239.35250000000002,0.1,Amazon,1
P00001,2020-08-14,Wireless Earbuds,Books,5,329.355,73.19,0.1,Amazon,1
P00001,2020-08-15,Wireless Earbuds,Sports & Outdoors,2,1112.96,556.48,0.0,Amazon,0
P00001,2020-08-20,Wireless Earbuds,Sports & Outdoors,4,1271.26,373.9,0.15,Amazon,1
P00001,2020-08-22,Wireless Earbuds,Sports & Outdoors,3,1111.41,370.47,0.0,Amazon,0
P00001,2020-08-25,Wireless Earbuds,Toys & Games,8,487.64750000000004,146.53666666666666,0.15,Amazon,1
P00001,2020-08-26,Wireless Earbuds,Electronics,3,970.11,323.37,0.0,Amazon,0
P00001,2020-08-30,Wireless Earbuds,Toys & Games,4,1572.59,381.56666666666666,0.03333333333333333,Amazon,1
P00001,2020-08-31,Wireless Earbuds,Toys & Games,4,856.1399999999999,338.32,0.05,Amazon,1
P00001,2020-09-02,Wireless Earbuds,Sports & Outdoors,3,739.4490000000001,273.87,0.1,Amazon,1
P00001,2020-09-07,Wireless Earbuds,Toys & Games,1,146.006,208.58,0.3,Amazon,1
P00001,2020-09-09,Wireless Earbuds,Toys & Games,6,2394.756,441.175,0.1,Amazon,1
P00001,2020-09-10,Wireless Earbuds,Clothing,5,1295.25,259.05,0.0,Amazon,0
P00001,2020-09-11,Wireless Earbuds,Clothing,4,411.842,121.13,0.15,Amazon,1
P00001,2020-09-12,Wireless Earbuds,Electronics,10,3057.4000000000005,349.20000000000005,0.15000000000000002,Amazon,1
P00001,2020-09-16,Wireless Earbuds,Toys & Games,9,1473.579,212.20666666666668,0.08333333333333333,Amazon,1
P00001,2020-09-17,Wireless Earbuds,Home & Kitchen,3,1658.586,581.96,0.05,Amazon,1
P00001,2020-09-18,Wireless Earbuds,Toys & Games,4,1529.4645,491.27,0.125,Amazon,1
P00001,2020-09-19,Wireless Earbuds,Clothing,5,2496.3035,405.57,0.025,Amazon,1
P00001,2020-09-20,Wireless Earbuds,Toys & Games,3,1259.643,441.98,0.05,Amazon,1
P00001,2020-09-23,Wireless Earbuds,Sports & Outdoors,1,287.5635,338.31,0.15,Amazon,1
P00001,2020-09-26,Wireless Earbuds,Electronics,4,220.20000000000002,73.4,0.25,Amazon,1
P00001,2020-09-27,Wireless Earbuds,Electronics,8,1225.7565000000002,112.44,0.13333333333333333,Amazon,1
P00001,2020-09-28,Wireless Earbuds,Electronics,4,403.58400000000006,126.12,0.2,Amazon,1
P00001,2020-09-29,Wireless Earbuds,Clothing,5,2464.35,492.87,0.0,Amazon,0
P00001,2020-09-30,Wireless Earbuds,Home & Kitchen,5,1453.636,197.59,0.025,Amazon,1
P00001,2020-10-01,Wireless Earbuds,Toys & Games,2,192.656,120.41,0.2,Amazon,1
P00001,2020-10-03,Wireless Earbuds,Sports & Outdoors,3,953.0399999999998,334.4,0.05,Amazon,1
P00001,2020-10-05,Wireless Earbuds,Books,1,323.48800000000006,404.36,0.2,Amazon,1
P00001,2020-10-06,Wireless Earbuds,Clothing,5,1760.895,391.31,0.1,Amazon,1
P00001,2020-10-07,Wireless Earbuds,Electronics,1,536.63,536.63,0.0,Amazon,0
P00001,2020-10-10,Wireless Earbuds,Books,16,4661.5425000000005,342.52750000000003,0.1625,Amazon,1
P00001,2020-10-12,Wireless Earbuds,Electronics,1,89.298,99.22,0.1,Amazon,1
P00001,2020-10-16,Wireless Earbuds,Clothing,4,1058.208,330.69,0.2,Amazon,1
P00001,2020-10-18,Wireless Earbuds,Clothing,2,374.74,187.37,0.0,Amazon,0
P00001,2020-10-19,Wireless Earbuds,Electronics,2,198.95999999999998,132.64,0.25,Amazon,1
P00001,2020-10-25,Wireless Earbuds,Electronics,3,1388.01,462.67,0.0,Amazon,0
P00001,2020-10-26,Wireless Earbuds,Clothing,5,1392.045,327.54,0.15,Amazon,1
P00001,2020-10-27,Wireless Earbuds,Books,5,1768.805,372.38,0.05,Amazon,1
P00001,2020-10-28,Wireless Earbuds,Sports & Outdoors,1,175.151,206.06,0.15,Amazon,1
P00001,2020-10-29,Wireless Earbuds,Electronics,2,782.895,412.05,0.05,Amazon,1
P00001,2020-10-31,Wireless Earbuds,Home & Kitchen,3,1420.848,526.24,0.1,Amazon,1
P00001,2020-11-01,Wireless Earbuds,Books,6,738.636,179.885,0.075,Amazon,1
P00001,2020-11-02,Wireless Earbuds,Toys & Games,5,860.49,148.665,0.0,Amazon,0
P00001,2020-11-06,Wireless Earbuds,Sports & Outdoors,5,2678.66,531.4300000000001,0.0,Amazon,0
P00001,2020-11-07,Wireless Earbuds,Home & Kitchen,2,230.864,144.29,0.2,Amazon,1
P00001,2020-11-08,Wireless Earbuds,Toys & Games,4,1808.52,452.13,0.0,Amazon,0
P00001,2020-11-09,Wireless Earbuds,Electronics,9,4576.27,541.05,0.05,Amazon,1
P00001,2020-11-10,Wireless Earbuds,Toys & Games,6,464.13,85.95,0.1,Amazon,1
P00001,2020-11-13,Wireless Earbuds,Electronics,4,1519.48,379.87,0.0,Amazon,0
P00001,2020-11-14,Wireless Earbuds,Clothing,5,1831.7425,385.63,0.05,Amazon,1
P00001,2020-11-17,Wireless Earbuds,Sports & Outdoors,7,1197.8595,201.895,0.025,Amazon,1
P00001,2020-11-18,Wireless Earbuds,Home & Kitchen,6,781.0799999999999,163.125,0.125,Amazon,1
P00001,2020-11-20,Wireless Earbuds,Clothing,2,742.6080000000001,412.56,0.1,Amazon,1
P00001,2020-11-21,Wireless Earbuds,Toys & Games,4,1341.8920000000003,376.07000000000005,0.1,Amazon,1
P00001,2020-11-22,Wireless Earbuds,Clothing,5,1056.4475,222.41,0.05,Amazon,1
P00001,2020-11-23,Wireless Earbuds,Electronics,5,249.28000000000003,62.32,0.2,Amazon,1
P00001,2020-11-25,Wireless Earbuds,Home & Kitchen,5,926.0,185.2,0.0,Amazon,0
P00001,2020-11-29,Wireless Earbuds,Clothing,5,2091.4950000000003,597.57,0.3,Amazon,1
P00001,2020-12-02,Wireless Earbuds,Home & Kitchen,3,221.103,81.89,0.1,Amazon,1
P00001,2020-12-03,Wireless Earbuds,Books,5,494.44500000000005,116.34,0.15,Amazon,1
P00001,2020-12-04,Wireless Earbuds,Toys & Games,5,95.4,25.44,0.25,Amazon,1
P00001,2020-12-07,Wireless Earbuds,Toys & Games,5,2057.985,433.26,0.05,Amazon,1
P00001,2020-12-08,Wireless Earbuds,Toys & Games,8,2874.912,364.735,0.025,Amazon,1
P00001,2020-12-10,Wireless Earbuds,Toys & Games,8,2449.767,270.90333333333336,0.06666666666666667,Amazon,1
P00001,2020-12-12,Wireless Earbuds,Home & Kitchen,4,2125.1879999999996,559.26,0.05,Amazon,1
P00001,2020-12-13,Wireless Earbuds,Sports & Outdoors,9,3953.2940000000003,490.8433333333333,0.10000000000000002,Amazon,1
P00001,2020-12-15,Wireless Earbuds,Home & Kitchen,1,56.57,56.57,0.0,Amazon,0
P00001,2020-12-20,Wireless Earbuds,Clothing,2,1066.04,533.02,0.0,Amazon,0
P00001,2020-12-22,Wireless Earbuds,Sports & Outdoors,1,258.144,322.68,0.2,Amazon,1
P00001,2020-12-23,Wireless Earbuds,Clothing,3,530.5844999999999,186.17,0.05,Amazon,1
P00001,2020-12-27,Wireless Earbuds,Books,7,1885.782,302.305,0.05,Amazon,1
P00001,2020-12-29,Wireless Earbuds,Home & Kitchen,1,409.54699999999997,481.82,0.15,Amazon,1
P00001,2020-12-30,Wireless Earbuds,Home & Kitchen,3,611.1899999999999,203.73,0.0,Amazon,0
P00001,2020-12-31,Wireless Earbuds,Clothing,5,568.2,142.05,0.2,Amazon,1
P00001,2021-01-04,Wireless Earbuds,Sports & Outdoors,6,1578.84,359.375,0.125,Amazon,1
P00001,2021-01-09,Wireless Earbuds,Home & Kitchen,4,1447.876,381.02,0.05,Amazon,1
P00001,2021-01-14,Wireless Earbuds,Home & Kitchen,2,741.74,370.87,0.0,Amazon,0
P00001,2021-01-15,Wireless Earbuds,Sports & Outdoors,1,147.7345,155.51,0.05,Amazon,1
P00001,2021-01-18,Wireless Earbuds,Electronics,6,523.64,79.13,0.0,Amazon,0
P00001,2021-01-19,Wireless Earbuds,Clothing,1,381.312,423.68,0.1,Amazon,1
P00001,2021-01-24,Wireless Earbuds,Clothing,1,238.005,264.45,0.1,Amazon,1
P00001,2021-01-29,Wireless Earbuds,Books,4,504.0,126.0,0.0,Amazon,0
P00001,2021-01-31,Wireless Earbuds,Clothing,4,565.88,141.47,0.0,Amazon,0
P00001,2021-02-01,Wireless Earbuds,Toys & Games,1,405.67,405.67,0.0,Amazon,0
P00001,2021-02-02,Wireless Earbuds,Books,1,248.1875,261.25,0.05,Amazon,1
P00001,2021-02-04,Wireless Earbuds,Home & Kitchen,9,2473.443,324.81666666666666,0.10000000000000002,Amazon,1
P00001,2021-02-05,Wireless Earbuds,Clothing,2,830.18,415.09,0.0,Amazon,0
P00001,2021-02-09,Wireless Earbuds,Electronics,3,1431.2984999999999,502.21,0.05,Amazon,1
P00001,2021-02-11,Wireless Earbuds,Electronics,9,3183.3239999999996,342.0,0.025,Amazon,1
P00001,2021-02-16,Wireless Earbuds,Home & Kitchen,4,199.424,62.32,0.2,Amazon,1
P00001,2021-02-22,Wireless Earbuds,Sports & Outdoors,4,2204.5699999999997,580.15,0.05,Amazon,1
P00001,2021-02-23,Wireless Earbuds,Books,3,1313.36,406.95,0.0,Amazon,0
P00001,2021-02-24,Wireless Earbuds,Clothing,5,921.0174999999999,216.71,0.15,Amazon,1
P00001,2021-02-26,Wireless Earbuds,Toys & Games,2,522.62,261.31,0.0,Amazon,0
P00001,2021-02-28,Wireless Earbuds,Clothing,5,1945.6075,457.79,0.15,Amazon,1
P00001,2021-03-01,Wireless Earbuds,Toys & Games,4,402.526,118.39,0.15,Amazon,1
P00001,2021-03-03,Wireless Earbuds,Books,7,2279.434,369.025,0.1,Amazon,1
P00001,2021-03-06,Wireless Earbuds,Books,6,956.336,331.37333333333333,0.06666666666666667,Amazon,1
P00001,2021-03-09,Wireless Earbuds,Sports & Outdoors,5,1942.3249999999998,554.95,0.3,Amazon,1
P00001,2021-03-10,Wireless Earbuds,Toys & Games,5,2597.6499999999996,519.53,0.0,Amazon,0
P00001,2021-03-13,Wireless Earbuds,Books,4,840.6650000000001,195.255,0.125,Amazon,1
P00001,2021-03-18,Wireless Earbuds,Sports & Outdoors,4,1723.4640000000002,478.74,0.1,Amazon,1
P00001,2021-03-19,Wireless Earbuds,Toys & Games,10,882.92,88.69,0.05,Amazon,1
P00001,2021-03-21,Wireless Earbuds,Home & Kitchen,9,904.4319999999999,130.28,0.075,Amazon,1
P00001,2021-03-22,Wireless Earbuds,Books,2,866.915,509.95,0.15,Amazon,1
P00001,2021-03-23,Wireless Earbuds,Books,3,209.664,87.36,0.2,Amazon,1
P00001,2021-03-25,Wireless Earbuds,Home & Kitchen,5,2138.3,427.66,0.0,Amazon,0
P00001,2021-03-28,Wireless Earbuds,Electronics,2,549.4,274.7,0.0,Amazon,0
P00001,2021-03-29,Wireless Earbuds,Sports & Outdoors,3,1508.9895,529.47,0.05,Amazon,1
P00001,2021-04-01,Wireless Earbuds,Home & Kitchen,1,5.86,5.86,0.0,Amazon,0
P00001,2021-04-07,Wireless Earbuds,Books,4,1583.6049999999998,441.65999999999997,0.125,Amazon,1
P00001,2021-04-08,Wireless Earbuds,Home & Kitchen,4,378.612,105.17,0.1,Amazon,1
P00001,2021-04-09,Wireless Earbuds,Sports & Outdoors,5,901.39,257.54,0.3,Amazon,1
P00001,2021-04-11,Wireless Earbuds,Toys & Games,5,1298.7925,273.43,0.05,Amazon,1
P00001,2021-04-12,Wireless Earbuds,Toys & Games,2,303.36,151.68,0.0,Amazon,0
P00001,2021-04-13,Wireless Earbuds,Home & Kitchen,3,849.31,300.8,0.22499999999999998,Amazon,1
P00001,2021-04-15,Wireless Earbuds,Toys & Games,1,285.9975,301.05,0.05,Amazon,1
P00001,2021-04-16,Wireless Earbuds,Electronics,8,3430.161,459.515,0.1,Amazon,1
P00001,2021-04-17,Wireless Earbuds,Home & Kitchen,4,1086.995,294.98,0.08333333333333333,Amazon,1
P00001,2021-04-18,Wireless Earbuds,Sports & Outdoors,3,1780.56,593.52,0.0,Amazon,0
P00001,2021-04-19,Wireless Earbuds,Home & Kitchen,3,1669.5299999999997,585.8,0.05,Amazon,1
P00001,2021-04-20,Wireless Earbuds,Toys & Games,12,5139.814,479.584,0.1,Amazon,1
P00001,2021-04-21,Wireless Earbuds,Toys & Games,3,1096.5375,384.75,0.05,Amazon,1
P00001,2021-04-23,Wireless Earbuds,Electronics,4,95.642,28.13,0.15,Amazon,1
P00001,2021-04-24,Wireless Earbuds,Home & Kitchen,9,2125.48,296.72,0.1,Amazon,1
P00001,2021-04-26,Wireless Earbuds,Electronics,8,158.64800000000002,25.310000000000002,0.10000000000000002,Amazon,1
P00001,2021-04-28,Wireless Earbuds,Sports & Outdoors,5,916.15,183.23,0.0,Amazon,0
P00001,2021-04-29,Wireless Earbuds,Electronics,5,654.12,163.53,0.2,Amazon,1
P00001,2021-04-30,Wireless Earbuds,Electronics,4,390.65999999999997,130.22,0.25,Amazon,1
P00001,2021-05-03,Wireless Earbuds,Electronics,8,1136.85,143.02,0.025,Amazon,1
P00001,2021-05-05,Wireless Earbuds,Sports & Outdoors,17,4753.4825,334.8825,0.0625,Amazon,1
P00001,2021-05-07,Wireless Earbuds,Books,9,2318.46,279.48,0.125,Amazon,1
P00001,2021-05-08,Wireless Earbuds,Books,2,501.14,250.57,0.0,Amazon,0
P00001,2021-05-10,Wireless Earbuds,Home & Kitchen,3,711.9855,320.205,0.15,Amazon,1
P00001,2021-05-11,Wireless Earbuds,Sports & Outdoors,13,1385.1200000000001,109.00666666666666,0.0,Amazon,0
P00001,2021-05-13,Wireless Earbuds,Clothing,2,289.54,144.77,0.0,Amazon,0
